signal,holding_period,direction,p_value,p_value_less,null_mean,null_se,observed_mean,excess_vs_rotation,n_offsets,n_trades,p_adj,reject,beats_rotation_null,p_value_two_sided,p_adj_two_sided,loses_to_rotation_null
smc_fvg_bearish_formed,3,-1,1.0,0.0002421893921046258,-0.0021298355752293204,0.0007135007282525111,-0.004938087279655078,-0.002808251704425757,4128,67848,1.0,False,False,0.0004843787842092516,0.008767123287671232,True
smc_fvg_bullish_formed,3,1,0.9581012351658997,0.04214095422620489,0.0020967847289851205,0.0005760999225153397,0.001130662419695628,-0.0009661223092894925,4128,68195,1.0,False,False,0.08428190845240978,0.2351706036745407,False
smc_internal_bos_bearish,3,-1,0.3555340276095907,0.6447081617825139,-0.002159481852530329,0.0010574652376661587,-0.0018911847263956667,0.0002682971261346622,4128,16597,1.0,False,False,0.7110680552191814,0.8287945544276552,False
smc_internal_bos_bullish,3,1,0.9973359166868491,0.00290627270525551,0.0021501737100873505,0.0006410190735491741,0.0007214979223629835,-0.001428675787724367,4128,31991,1.0,False,False,0.00581254541051102,0.04011796048038978,True
smc_internal_choch_bearish,3,-1,0.8479050617582949,0.15233712763380963,-0.0021651785571257126,0.0007881628772553918,-0.002849349722117673,-0.0006841711649919605,4128,26371,1.0,False,False,0.30467425526761927,0.5156025858375095,False
smc_internal_choch_bullish,3,1,0.8164204407846937,0.183821748607411,0.0021012783421114037,0.0007689730432127627,0.0016135195613461188,-0.0004877587807652849,4128,26459,1.0,False,False,0.367643497214822,0.5675899606123568,False
smc_internal_ob_bearish_formed,3,-1,0.6890288205376605,0.3112133688544442,-0.0021629738228687505,0.0006968485735152482,-0.002479244889823916,-0.0003162710669551657,4128,42968,1.0,False,False,0.6224267377088883,0.7812411641398137,False
smc_internal_ob_bearish_mitigated,3,1,0.9111164930976023,0.0891256962945023,0.0021085128530474065,0.0005786673986454888,0.001464229683562446,-0.0006442831694849604,4128,38204,1.0,False,False,0.1782513925890046,0.3669268432241498,False
smc_internal_ob_bullish_formed,3,1,0.9905546137079196,0.009687575684185032,0.0021280127152530537,0.0004466070066490908,0.0011252960497514313,-0.0010027166655016224,4128,58450,1.0,False,False,0.019375151368370064,0.08525066602082829,False
smc_internal_ob_bullish_mitigated,3,-1,0.7258416081375636,0.27440058125454103,-0.002159121819723681,0.000984886655226304,-0.0026673208560910222,-0.0005081990363673414,4128,39684,1.0,False,False,0.5488011625090821,0.7311930502459544,False
smc_swing_bos_bearish,3,-1,0.5284572535722936,0.47178493581981107,-0.002083126068208531,0.0020975273971690148,-0.0023757341612294313,-0.0002926080930209002,4128,1249,1.0,False,False,0.9435698716396221,0.9627147675859333,False
