signal,holding_period,direction,p_value,p_value_less,null_mean,null_se,observed_mean,excess_vs_rotation,n_offsets,n_trades,p_adj,reject,beats_rotation_null,p_value_two_sided,p_adj_two_sided,loses_to_rotation_null
smc_swing_bos_bullish,3,1,0.2664083313150884,0.7338338580770162,0.0021387172419612063,0.0008929030791066142,0.002562530536621052,0.0004238132946598459,4128,4581,1.0,False,False,0.5328166626301768,0.7269436637434971,False
smc_swing_choch_bearish,3,-1,0.10850084766287237,0.8917413417292323,-0.002152732569240252,0.0018043452818540084,-0.0002808202839960854,0.0018719122852441663,4128,2656,1.0,False,False,0.21700169532574473,0.4288478310456332,False
smc_swing_choch_bullish,3,1,0.8457253572293534,0.15451683216275128,0.00206492232356954,0.0013370039952738172,0.0009921037085115622,-0.0010728186150579778,4128,2709,1.0,False,False,0.30903366432550256,0.517999284964652,False
smc_swing_ob_bearish_formed,3,-1,0.18067328651005085,0.8195689028820538,-0.0021309880337690864,0.0016590772404799876,-0.0009508708429370453,0.0011801171908320412,4128,3905,1.0,False,False,0.3613465730201017,0.5666133333333333,False
smc_swing_ob_bearish_mitigated,3,1,0.9292806975054493,0.07096149188665536,0.0020759931839861635,0.0011729800138150091,0.0006406376681273779,-0.0014353555158587855,4128,3363,1.0,False,False,0.14192298377331072,0.3173920582625282,False
smc_swing_ob_bullish_formed,3,1,0.5686606926616614,0.4315814967304432,0.0021110906280949354,0.000847592356659404,0.001978952172101353,-0.00013213845599358226,4128,7290,1.0,False,False,0.8631629934608864,0.9124125336283244,False
smc_swing_ob_bullish_mitigated,3,-1,0.18914991523371277,0.8110922741583919,-0.0021094064355461177,0.0024353099967612158,-0.0004891858433426939,0.0016202205922034238,4128,3414,1.0,False,False,0.37829983046742555,0.5814914424652131,False
ict_bos_bearish,5,-1,0.9524848484848485,0.047757575757575756,-0.0035790748623197536,0.0014654376885542021,-0.005210862379158704,-0.00163178751683895,4124,42573,1.0,False,False,0.09551515151515151,0.24810970139689864,False
ict_bos_bullish,5,1,0.9992727272727273,0.0009696969696969697,0.003546156200844726,0.0009918661141094052,0.0015231580196942596,-0.002022998181150466,4124,80827,1.0,False,False,0.0019393939393939393,0.01948249619482496,True
ict_bpr_bearish,5,-1,0.9827878787878788,0.017454545454545455,-0.003612855866637833,0.0009397109123779584,-0.005496114165084284,-0.0018832582984464508,4124,26211,1.0,False,False,0.03490909090909091,0.12934736842105263,False
ict_bpr_bullish,5,1,0.8627878787878788,0.13745454545454547,0.00354505793747532,0.0010474207661532843,0.0027436397937189508,-0.0008014181437563691,4124,26872,1.0,False,False,0.27490909090909094,0.4937142857142858,False
ict_displacement_bearish,5,-1,0.999030303030303,0.0012121212121212121,-0.003571879715797813,0.0004455443135940363,-0.004931915070185203,-0.0013600353543873904,4124,190677,1.0,False,False,0.0024242424242424242,0.023063063063063063,True
ict_displacement_bullish,5,1,0.9997575757575757,0.00048484848484848484,0.0035504024902977944,0.00036525998089321425,0.002293453855767183,-0.0012569486345306116,4124,212775,1.0,False,False,0.0009696969696969697,0.012860209161072292,True
ict_fvg_bearish_formed,5,-1,0.9995151515151515,0.0007272727272727272,-0.0035896339075592153,0.0007219122261748831,-0.005983706026298889,-0.002394072118739674,4124,90850,1.0,False,False,0.0014545454545454545,0.01643835616438356,True
ict_fvg_bullish_formed,5,1,0.9951515151515151,0.005090909090909091,0.003555624609879901,0.0005341836271900676,0.00211361598602204,-0.001442008623857861,4124,112355,1.0,False,False,0.010181818181818183,0.05780645161290322,False
ict_liquidity_buyside_pool_formed,5,1,0.39006060606060605,0.6101818181818182,0.0034171951018226398,0.0007069674539331589,0.0035785147026298754,0.0001613196008072356,4124,59002,1.0,False,False,0.7801212121212121,0.8782000731045316,False
ict_liquidity_buyside_swept,5,1,0.8063030303030303,0.19393939393939394,0.0034044120755213213,0.0007518112400842552,0.002943083231363338,-0.0004613288441579831,4124,44312,1.0,False,False,0.3878787878787879,0.5859799713876966,False
ict_liquidity_sellside_pool_formed,5,-1,0.9498181818181818,0.05042424242424243,-0.0034727359054232735,0.0008847031455189285,-0.00454385123773168,-0.0010711153323084061,4124,51740,1.0,False,False,0.10084848484848485,0.25668159001492336,False
ict_liquidity_sellside_swept,5,-1,0.8191515151515152,0.18109090909090908,-0.003495370713100687,0.0010202787860181693,-0.004248666922180774,-0.0007532962090800875,4124,32943,1.0,False,False,0.36218181818181816,0.5666133333333333,False
ict_mss_bearish,5,-1,0.9406060606060606,0.05963636363636363,-0.0035868182939230763,0.0011030238264177485,-0.004917530784969371,-0.0013307124910462943,4124,36599,1.0,False,False,0.11927272727272727,0.2824308173209525,False
ict_mss_bullish,5,1,0.8901818181818182,0.11006060606060607,0.003488892822503218,0.0012121957247739565,0.002562204770716512,-0.0009266880517867057,4124,36556,1.0,False,False,0.22012121212121213,0.4288478310456332,False
ict_nwog_gap_down,5,-1,0.6472727272727272,0.352969696969697,-0.003545807885719177,0.0008155926379166206,-0.003855446052809964,-0.00030963816709078705,4124,130950,1.0,False,False,0.705939393939394,0.8287945544276552,False
ict_nwog_gap_up,5,1,0.43393939393939396,0.5663030303030303,0.0035559038482567795,0.0007441226548705314,0.003666413104630841,0.00011050925637406169,4124,147428,1.0,False,False,0.8678787878787879,0.9146506986027945,False
ict_ob_bearish_formed,5,-1,0.8664242424242424,0.1338181818181818,-0.0035727073101728263,0.0012407028577574534,-0.00480104762802644,-0.0012283403178536137,4124,22474,1.0,False,False,0.2676363636363636,0.48812435233160617,False
ict_ob_bearish_mitigated,5,1,0.7013333333333334,0.2989090909090909,0.003467641952727105,0.0010384681976844576,0.003058972005453317,-0.000408669947273788,4124,20153,1.0,False,False,0.5978181818181818,0.7703673323633973,False
ict_ob_bullish_formed,5,1,0.9718787878787879,0.028363636363636365,0.003517068584980088,0.0007086026641130448,0.0023177427969794614,-0.0011993257880006268,4124,32574,1.0,False,False,0.05672727272727273,0.18152727272727273,False
ict_ob_bullish_mitigated,5,-1,0.9389090909090909,0.06133333333333333,-0.0035686176599026027,0.0018696265031316254,-0.005960077644541264,-0.0023914599846386617,4124,20590,1.0,False,False,0.12266666666666666,0.28785777777777777,False
ict_sweep_buyside_bearish,5,-1,0.7726060606060606,0.22763636363636364,-0.0035360421339310608,0.0008124797987702523,-0.0038872239763693747,-0.0003511818424383139,4124,65546,1.0,False,False,0.4552727272727273,0.6541061224489796,False
ict_sweep_sellside_bullish,5,1,0.47006060606060607,0.5301818181818182,0.0034911418271981083,0.0013285171102295785,0.003650939833356168,0.0001597980061580598,4124,49402,1.0,False,False,0.9401212121212121,0.9627147675859333,False
ict_volume_imbalance_bearish,5,-1,0.9995151515151515,0.0007272727272727272,-0.003552666632295327,0.0006178665432532229,-0.0059104283309571,-0.002357761698661773,4124,84807,1.0,False,False,0.0014545454545454545,0.01643835616438356,True
ict_volume_imbalance_bullish,5,1,0.9995151515151515,0.0007272727272727272,0.0035040277814908875,0.00048350812323414354,0.001777964888620189,-0.0017260628928706984,4124,117672,1.0,False,False,0.0014545454545454545,0.01643835616438356,True
smc_equal_highs,5,-1,0.9282424242424242,0.072,-0.003493572259269208,0.0006666360449189628,-0.004365095648170036,-0.0008715233889008281,4124,10498,1.0,False,False,0.144,0.31879245283018864,False
smc_equal_lows,5,1,0.9578181818181818,0.04242424242424243,0.0034842756251888696,0.0008507649342835785,0.002257117138125986,-0.0012271584870628838,4124,9352,1.0,False,False,0.08484848484848485,0.2351706036745407,False
smc_fvg_bearish_formed,5,-1,1.0,0.00024242424242424242,-0.0035246693073200507,0.0009439609677503161,-0.007979012240429816,-0.004454342933109765,4124,67781,1.0,False,False,0.00048484848484848484,0.008767123287671232,True
smc_fvg_bullish_formed,5,1,0.9827878787878788,0.017454545454545455,0.0034708196449139512,0.0007614173361173748,0.0018592847075707048,-0.0016115349373432464,4124,68171,1.0,False,False,0.03490909090909091,0.12934736842105263,False
smc_internal_bos_bearish,5,-1,0.8688484848484849,0.1313939393939394,-0.003575575824875102,0.0015538787077472164,-0.004966448095134192,-0.0013908722702590903,4124,16594,1.0,False,False,0.2627878787878788,0.48684912280701753,False
smc_internal_bos_bullish,5,1,0.9997575757575757,0.00048484848484848484,0.0035574702764388133,0.0009478607505805269,0.0013968587848940687,-0.002160611491544745,4124,31972,1.0,False,False,0.0009696969696969697,0.012860209161072292,True
smc_internal_choch_bearish,5,-1,0.9216969696969697,0.07854545454545454,-0.0035865371253582935,0.001117274372970225,-0.0049378139038274696,-0.001351276778469176,4124,26365,1.0,False,False,0.1570909090909091,0.336953292622545,False
smc_internal_choch_bullish,5,1,0.9197575757575758,0.08048484848484848,0.0034732488629185864,0.001142243132083134,0.0023876222194860338,-0.0010856266434325526,4124,26440,1.0,False,False,0.16096969696969696,0.3392894211576846,False
smc_internal_ob_bearish_formed,5,-1,0.937939393939394,0.062303030303030305,-0.003582341285345548,0.0009453651657355179,-0.004948874584256338,-0.0013665332989107903,4124,42959,1.0,False,False,0.12460606060606061,0.2904724061810155,False
smc_internal_ob_bearish_mitigated,5,1,0.848,0.15224242424242423,0.003483470604763659,0.0008050982256042516,0.0028011306225034995,-0.0006823399822601596,4124,38179,1.0,False,False,0.30448484848484847,0.5156025858375095,False
smc_internal_ob_bullish_formed,5,1,0.9978181818181818,0.0024242424242424242,0.003519303789703628,0.0005777629437086483,0.001845324600319179,-0.001673979189384449,4124,58412,1.0,False,False,0.0048484848484848485,0.036578079131270626,True
smc_internal_ob_bullish_mitigated,5,-1,0.8906666666666667,0.10957575757575758,-0.003579313032219412,0.0014014160435733402,-0.0050600348403153595,-0.0014807218080959477,4124,39667,1.0,False,False,0.21915151515151515,0.4288478310456332,False
smc_swing_bos_bearish,5,-1,0.8375757575757575,0.16266666666666665,-0.003457989998514647,0.003041735014595792,-0.006143588268750326,-0.002685598270235679,4124,1248,1.0,False,False,0.3253333333333333,0.5367227414330219,False
smc_swing_bos_bullish,5,1,0.6111515151515151,0.3890909090909091,0.0035349799161661748,0.001300266739424158,0.0032056024019902216,-0.00032937751417595317,4124,4579,1.0,False,False,0.7781818181818182,0.8782000731045316,False
smc_swing_choch_bearish,5,-1,0.03781818181818182,0.9624242424242424,-0.0035729961354881864,0.002617935889628917,0.0004247336123897746,0.003997729747877961,4124,2655,1.0,False,False,0.07563636363636364,0.21645528455284554,False
smc_swing_choch_bullish,5,1,0.5946666666666667,0.4055757575757576,0.0034072442269776804,0.00195621879931425,0.0031483483720972957,-0.00025889585488038467,4124,2707,1.0,False,False,0.8111515151515152,0.8934721744240043,False
smc_swing_ob_bearish_formed,5,-1,0.16315151515151516,0.8370909090909091,-0.0035371600652715635,0.002420398307847692,-0.0016755138146311956,0.0018616462506403678,4124,3903,1.0,False,False,0.3263030303030303,0.5367227414330219,False
smc_swing_ob_bearish_mitigated,5,1,0.7859393939393939,0.2143030303030303,0.0034258027917033395,0.001708168273539581,0.002369039316851591,-0.0010567634748517487,4124,3361,1.0,False,False,0.4286060606060606,0.6339047619047619,False
smc_swing_ob_bullish_formed,5,1,0.6181818181818182,0.38206060606060605,0.0034871874552151114,0.0012298151664103957,0.0031843305575048873,-0.0003028568977102241,4124,7286,1.0,False,False,0.7641212121212121,0.867647311827957,False
smc_swing_ob_bullish_mitigated,5,-1,0.583030303030303,0.4172121212121212,-0.003500784209195987,0.00362477159195121,-0.004237102541956774,-0.0007363183327607869,4124,3412,1.0,False,False,0.8344242424242424,0.9012213265058989,False
ict_bos_bearish,10,-1,0.9997569866342649,0.0004860267314702309,-0.0071034030278727955,0.002382988228228086,-0.011988047447663911,-0.0048846444197911155,4114,42496,1.0,False,False,0.0009720534629404617,0.012860209161072292,True
ict_bos_bullish,10,1,0.9968408262454435,0.003402187120291616,0.006997919325384226,0.001669018472237312,0.004352096135933683,-0.0026458231894505423,4114,80739,1.0,False,False,0.006804374240583232,0.04519131571104335,True
ict_bpr_bearish,10,-1,0.7596597812879708,0.24058323207776428,-0.007137801898846459,0.0012107837983831426,-0.007852787976803088,-0.0007149860779566289,4114,26182,1.0,False,False,0.48116646415552855,0.6774823815309842,False
ict_bpr_bullish,10,1,0.8199270959902795,0.18031591737545566,0.007031198114030597,0.0015195959889403412,0.006190668484569056,-0.0008405296294615415,4114,26830,1.0,False,False,0.3606318347509113,0.5666133333333333,False
ict_displacement_bearish,10,-1,1.0,0.00024301336573511544,-0.007066478126048864,0.0006078648231445013,-0.009015994204249776,-0.001949516078200912,4114,190415,1.0,False,False,0.0004860267314702309,0.008767123287671232,True
ict_displacement_bullish,10,1,0.9975698663426489,0.0026731470230862697,0.007025096701923669,0.0004802333278794789,0.005663123635550696,-0.001361973066372973,4114,212461,1.0,False,False,0.0053462940461725394,0.037637910085054675,True
ict_fvg_bearish_formed,10,-1,0.9582017010935602,0.04204131227217497,-0.007105022925562237,0.0009523718380098796,-0.008777823080069976,-0.0016728001545077385,4114,90730,1.0,False,False,0.08408262454434993,0.2351706036745407,False
ict_fvg_bullish_formed,10,1,0.9739975698663427,0.026245443499392465,0.0070371631108832105,0.000715379768090933,0.005641996502350616,-0.0013951666085325947,4114,112181,1.0,False,False,0.05249088699878493,0.17268030115488128,False
ict_liquidity_buyside_pool_formed,10,1,0.19635479951397328,0.8038882138517619,0.0067449293525120345,0.0010369816508271632,0.0074293430878938985,0.0006844137353818639,4114,58941,1.0,False,False,0.39270959902794655,0.5907426446916119,False
ict_liquidity_buyside_swept,10,1,0.6524908869987849,0.3477521263669502,0.006717019912757266,0.00122390352330742,0.006416726732818477,-0.0003002931799387888,4114,44261,1.0,False,False,0.6955042527339004,0.8265607160798283,False
ict_liquidity_sellside_pool_formed,10,-1,0.9232077764277036,0.07703523693803159,-0.006876935838745846,0.0012372168173667836,-0.008229674778572293,-0.0013527389398264467,4114,51635,1.0,False,False,0.15407047387606318,0.3347704123726805,False
ict_liquidity_sellside_swept,10,-1,0.9239368165249089,0.07630619684082625,-0.006924114376419432,0.0015933385782485958,-0.008845383052689233,-0.0019212686762698009,4114,32884,1.0,False,False,0.1526123936816525,0.33366187935367503,False
ict_mss_bearish,10,-1,0.8724179829890644,0.12782503037667073,-0.007104446796234638,0.001704085330956703,-0.008462370119570871,-0.0013579233233362333,4114,36553,1.0,False,False,0.25565006075334146,0.47866394353817127,False
ict_mss_bullish,10,1,0.593681652490887,0.4065613608748481,0.006896799691640772,0.0020671182010140662,0.006759523312652582,-0.0001372763789881902,4114,36506,1.0,False,False,0.8131227217496962,0.8934721744240043,False
ict_nwog_gap_down,10,-1,0.5968408262454435,0.40340218712029163,-0.007015574602820659,0.0011234967832682832,-0.007314332473051956,-0.00029875787023129693,4114,130643,1.0,False,False,0.8068043742405833,0.8934721744240043,False
ict_nwog_gap_up,10,1,0.2648845686512758,0.7353584447144593,0.0070348157644237195,0.0010323413327148815,0.007667228761261797,0.000632412996838078,4114,147321,1.0,False,False,0.5297691373025516,0.7255981958385143,False
ict_ob_bearish_formed,10,-1,0.8204131227217497,0.1798298906439854,-0.007082704954652594,0.0018486118502213365,-0.008674436595598118,-0.001591731640945524,4114,22431,1.0,False,False,0.3596597812879708,0.5666133333333333,False
ict_ob_bearish_mitigated,10,1,0.5078979343863913,0.4923450789793439,0.006836333739088906,0.0016276887790381785,0.006839692640547141,3.3589014582346283e-06,4114,20124,1.0,False,False,0.9846901579586878,0.9960084356363738,False
ict_ob_bullish_formed,10,1,0.9341433778857837,0.0660996354799514,0.00694573161068509,0.0009797426965134854,0.005528023388009605,-0.001417708222675485,4114,32541,1.0,False,False,0.1321992709599028,0.30022027985732763,False
ict_ob_bullish_mitigated,10,-1,0.8177399756986634,0.18250303766707168,-0.007079899770456591,0.0029621069535361233,-0.009388512304144128,-0.0023086125336875376,4114,20562,1.0,False,False,0.36500607533414337,0.5672874713144765,False
ict_sweep_buyside_bearish,10,-1,0.10036452004860268,0.8998784933171324,-0.006981502633717547,0.001333668997097611,-0.005924371965095586,0.0010571306686219606,4114,65448,1.0,False,False,0.20072904009720535,0.40607254088630046,False
ict_sweep_sellside_bullish,10,1,0.17569866342648846,0.8245443499392466,0.006925449568254257,0.002264090179503835,0.00821613475931871,0.001290685191064453,4114,49304,1.0,False,False,0.3513973268529769,0.5648030093709948,False
ict_volume_imbalance_bearish,10,-1,0.9956257594167679,0.004617253948967193,-0.007028429894370803,0.0008211046038638151,-0.009396932687033536,-0.002368502792662733,4114,84642,1.0,False,False,0.009234507897934386,0.05461486638221424,False
ict_volume_imbalance_bullish,10,1,0.9956257594167679,0.004617253948967193,0.006932420618665196,0.0006881447148002537,0.0050128544465555605,-0.0019195661721096357,4114,117546,1.0,False,False,0.009234507897934386,0.05461486638221424,False
smc_equal_highs,10,-1,0.7798298906439854,0.2204131227217497,-0.00690018337316585,0.0009145631860575091,-0.0075341879060914245,-0.0006340045329255748,4114,10483,1.0,False,False,0.4408262454434994,0.644365522295507,False
smc_equal_lows,10,1,0.8082624544349939,0.1919805589307412,0.006904204318017826,0.0011841371016067812,0.005974045072359006,-0.0009301592456588204,4114,9341,1.0,False,False,0.3839611178614824,0.5850836081698779,False
smc_fvg_bearish_formed,10,-1,0.9958687727825031,0.004374240583232078,-0.006975763984903483,0.001369860300315542,-0.010898351237571173,-0.0039225872526676905,4114,67673,1.0,False,False,0.008748481166464156,0.05461486638221424,False
smc_fvg_bullish_formed,10,1,0.6461725394896719,0.35407047387606316,0.006868933647664026,0.001122630635484779,0.006533482628707819,-0.00033545101895620776,4114,68004,1.0,False,False,0.7081409477521263,0.8287945544276552,False
smc_internal_bos_bearish,10,-1,0.9730255164034022,0.02721749696233293,-0.007078030919543317,0.002640630732984528,-0.010346679410685289,-0.0032686484911419716,4114,16549,1.0,False,False,0.05443499392466586,0.1774177579766887,False
smc_internal_bos_bullish,10,1,0.9985419198055893,0.001701093560145808,0.0070381122930375925,0.0016564164225305834,0.004209534003670597,-0.0028285782893669956,4114,31944,1.0,False,False,0.003402187120291616,0.027850462007968577,True
smc_internal_choch_bearish,10,-1,0.675577156743621,0.3246658566221142,-0.00710250961143043,0.0017610908796389974,-0.007668395934575993,-0.0005658863231455631,4114,26315,1.0,False,False,0.6493317132442284,0.8004615756853841,False
smc_internal_choch_bullish,10,1,0.7057108140947752,0.2945321992709599,0.006864310368547174,0.0020024562312381177,0.006395166219152226,-0.00046914414939494813,4114,26396,1.0,False,False,0.5890643985419198,0.763494935392418,False
smc_internal_ob_bearish_formed,10,-1,0.8962332928311058,0.10400972053462941,-0.007093327573969024,0.0013655934002719688,-0.008702431797914289,-0.0016091042239452643,4114,42864,1.0,False,False,0.20801944106925882,0.41603888213851764,False
smc_internal_ob_bearish_mitigated,10,1,0.46682867557715674,0.5334143377885784,0.006876319493984818,0.0012246368123297172,0.007010092609640467,0.00013377311565564935,4114,38121,1.0,False,False,0.9336573511543135,0.9627147675859333,False
smc_internal_ob_bullish_formed,10,1,0.9885783718104496,0.011664641555285541,0.00695938760964222,0.0008080963266699376,0.005198425809633111,-0.0017609618000091094,4114,58340,1.0,False,False,0.023329283110571083,0.09548729831303512,False
smc_internal_ob_bullish_mitigated,10,-1,0.6592952612393682,0.34094775212636697,-0.007097668202060375,0.0021495830093603203,-0.007923058038399074,-0.000825389836338699,4114,39612,1.0,False,False,0.6818955042527339,0.8246609124537608,False
smc_swing_bos_bearish,10,-1,0.5307411907654921,0.46950182260024304,-0.00686864321178313,0.005038654423216892,-0.007586857160545146,-0.0007182139487620165,4114,1245,1.0,False,False,0.9390036452004861,0.9627147675859333,False
smc_swing_bos_bullish,10,1,0.6835965978128797,0.3166464155528554,0.006973613987646691,0.0021847527522133145,0.00612205912953408,-0.0008515548581126114,4114,4576,1.0,False,False,0.6332928311057108,0.7876999171350184,False
smc_swing_choch_bearish,10,-1,0.16038882138517618,0.8398541919805589,-0.007085990584261364,0.00424995194710448,-0.003683011440427952,0.0034029791438334117,4114,2653,1.0,False,False,0.32077764277035237,0.532611935165868,False
smc_swing_choch_bullish,10,1,0.4196840826245444,0.5805589307411908,0.00671095954854492,0.003313447367105811,0.007339301226392546,0.0006283416778476254,4114,2699,1.0,False,False,0.8393681652490887,0.9012213265058989,False
smc_swing_ob_bearish_formed,10,-1,0.24471445929526123,0.7555285540704739,-0.007018933355232094,0.003970407358568749,-0.004929878531640344,0.0020890548235917503,4114,3898,1.0,False,False,0.48942891859052245,0.6836467434280313,False
smc_swing_ob_bearish_mitigated,10,1,0.5295261239368165,0.4707168894289186,0.0067514452289174605,0.0028594073307546377,0.0065496313240758055,-0.00020181390484165507,4114,3356,1.0,False,False,0.9414337788578372,0.9627147675859333,False
smc_swing_ob_bullish_formed,10,1,0.5710814094775213,0.42916160388821384,0.006875563306098576,0.002013141724619421,0.006573651764506039,-0.00030191154159253664,4114,7275,1.0,False,False,0.8583232077764277,0.910029425112357,False
smc_swing_ob_bullish_mitigated,10,-1,0.7599027946537059,0.24034021871202915,-0.006939745504666918,0.006046863775040395,-0.01051501732617265,-0.003575271821505731,4114,3405,1.0,False,False,0.4806804374240583,0.6774823815309842,False
ict_bos_bearish,20,-1,1.0,0.0002442002442002442,-0.014327313516118543,0.003403674780521401,-0.022947360233015593,-0.00862004671689705,4094,42365,1.0,False,False,0.0004884004884004884,0.008767123287671232,True
ict_bos_bullish,20,1,0.9978021978021978,0.002442002442002442,0.013992159121763891,0.002410475124692333,0.009437018102217084,-0.004555141019546807,4094,80581,1.0,False,False,0.004884004884004884,0.036578079131270626,True
ict_bpr_bearish,20,-1,0.326984126984127,0.6732600732600733,-0.014300193358574806,0.0016121097733958277,-0.01367445723859624,0.000625736119978567,4094,26126,1.0,False,False,0.653968253968254,0.8020795309993917,False
ict_bpr_bullish,20,1,0.5008547008547009,0.4993894993894994,0.014163306319432686,0.0021637205564760276,0.014255383691887311,9.20773724546256e-05,4094,26743,1.0,False,False,0.9987789987789988,0.9987789987789988,False
ict_displacement_bearish,20,-1,0.9992673992673993,0.0009768009768009768,-0.014185537964754394,0.0008845519969678707,-0.01668099934199444,-0.0024954613772400474,4094,189952,1.0,False,False,0.0019536019536019536,0.01948249619482496,True
ict_displacement_bullish,20,1,0.9719169719169719,0.028327228327228327,0.014103352792809234,0.000706813131678921,0.012722468105147348,-0.0013808846876618864,4094,211931,1.0,False,False,0.056654456654456654,0.18152727272727273,False
ict_fvg_bearish_formed,20,-1,0.8893772893772893,0.11086691086691086,-0.014262728231529218,0.001344940153697475,-0.015891715325906736,-0.001628987094377518,4094,90534,1.0,False,False,0.22173382173382172,0.4288478310456332,False
ict_fvg_bullish_formed,20,1,0.976068376068376,0.024175824175824177,0.014134165446501623,0.001012707102672329,0.012104710338799831,-0.0020294551077017914,4094,111869,1.0,False,False,0.04835164835164835,0.16365173288250212,False
ict_liquidity_buyside_pool_formed,20,1,0.39096459096459096,0.6092796092796092,0.013533859895059714,0.0017915837984344165,0.014063847028922284,0.0005299871338625695,4094,58783,1.0,False,False,0.7819291819291819,0.8782000731045316,False
ict_liquidity_buyside_swept,20,1,0.7216117216117216,0.27863247863247864,0.013471238716678402,0.002042318258499207,0.012744309730655662,-0.0007269289860227408,4094,44150,1.0,False,False,0.5572649572649573,0.7346714043343257,False
ict_liquidity_sellside_pool_formed,20,-1,0.9924297924297925,0.007814407814407814,-0.013811053297811305,0.002006782546152823,-0.017293576849990385,-0.0034825235521790798,4094,51479,1.0,False,False,0.01562881562881563,0.07599756619364462,False
ict_liquidity_sellside_swept,20,-1,0.9992673992673993,0.0009768009768009768,-0.013909323995075416,0.002487654232075251,-0.019247551750697006,-0.0053382277556215905,4094,32785,1.0,False,False,0.0019536019536019536,0.01948249619482496,True
ict_mss_bearish,20,-1,0.8517704517704517,0.14847374847374847,-0.014217675122283183,0.002417573444164292,-0.015875063356587043,-0.0016573882343038603,4094,36469,1.0,False,False,0.29694749694749695,0.5124106640489388,False
ict_mss_bullish,20,1,0.4449328449328449,0.5553113553113553,0.013907301944920004,0.003074763388122709,0.014303427450424497,0.0003961255055044931,4094,36403,1.0,False,False,0.8898656898656898,0.9267240320494758,False
ict_nwog_gap_down,20,-1,0.3648351648351648,0.6354090354090354,-0.01407222475866836,0.001562646194733578,-0.013542622727919201,0.000529602030749159,4094,130422,1.0,False,False,0.7296703296703296,0.8393593334769806,False
ict_nwog_gap_up,20,1,0.046153846153846156,0.9540903540903541,0.014120469737878479,0.0014524090277248831,0.01662305790492217,0.0025025881670436897,4094,146898,1.0,False,False,0.09230769230769231,0.24615384615384617,False
ict_ob_bearish_formed,20,-1,0.9477411477411477,0.052503052503052504,-0.014226786587541182,0.002694560502349644,-0.01817729121062017,-0.0039505046230789865,4094,22372,1.0,False,False,0.10500610500610501,0.25668159001492336,False
ict_ob_bearish_mitigated,20,1,0.6937728937728938,0.3064713064713065,0.013692149412809386,0.0024604363457166887,0.01272723163374973,-0.0009649177790596562,4094,20074,1.0,False,False,0.612942612942613,0.7760999991215819,False
ict_ob_bullish_formed,20,1,0.926984126984127,0.07326007326007326,0.013941535307766355,0.001381284678069346,0.011968956731247826,-0.00197257857651853,4094,32461,1.0,False,False,0.14652014652014653,0.32234432234432236,False
ict_ob_bullish_mitigated,20,-1,0.991941391941392,0.008302808302808303,-0.01424451067037977,0.004443799129908898,-0.02355559646610393,-0.009311085795724162,4094,20512,1.0,False,False,0.016605616605616606,0.07691022427864533,False
ict_sweep_buyside_bearish,20,-1,0.02612942612942613,0.9741147741147741,-0.013966651381383763,0.0019754373211028392,-0.011383698958397078,0.002582952422986685,4094,65302,1.0,False,False,0.05225885225885226,0.17268030115488128,False
ict_sweep_sellside_bullish,20,1,0.0014652014652014652,0.9987789987789988,0.013981219929519347,0.003428382994904882,0.01905397201181456,0.005072752082295212,4094,49087,0.5157509157509157,False,False,0.0029304029304029304,0.02565987303708654,False
ict_volume_imbalance_bearish,20,-1,0.9931623931623932,0.007081807081807082,-0.014095097540508708,0.0011751906083874765,-0.016910604240747466,-0.002815506700238758,4094,84372,1.0,False,False,0.014163614163614164,0.07021960824777726,False
ict_volume_imbalance_bullish,20,1,0.9665445665445666,0.0336996336996337,0.013913066131943867,0.0009818247408867932,0.012105080372640705,-0.0018079857593031618,4094,117261,1.0,False,False,0.0673992673992674,0.19607059607059607,False
smc_equal_highs,20,-1,0.8356532356532357,0.1645909645909646,-0.013830986000365612,0.0013311675799109037,-0.015075342559101411,-0.0012443565587357992,4094,10461,1.0,False,False,0.3291819291819292,0.5389397166141352,False
smc_equal_lows,20,1,0.5594627594627595,0.44078144078144077,0.01388251718314132,0.0017221643555148825,0.013587675514037832,-0.00029484166910348844,4094,9314,1.0,False,False,0.8815628815628815,0.9208015854900128,False
smc_fvg_bearish_formed,20,-1,0.9965811965811966,0.003663003663003663,-0.013989039506632356,0.0020928373906229053,-0.020201558449805222,-0.006212518943172866,4094,67509,1.0,False,False,0.007326007326007326,0.04734895191122072,True
smc_fvg_bullish_formed,20,1,0.3916971916971917,0.6085470085470085,0.013788492925260262,0.0018252461668460463,0.014264131747374528,0.000475638822114266,4094,67681,1.0,False,False,0.7833943833943834,0.8782000731045316,False
smc_internal_bos_bearish,20,-1,1.0,0.0002442002442002442,-0.014254229743901174,0.004376262183592542,-0.02253318472497562,-0.008278954981074445,4094,16509,1.0,False,False,0.0004884004884004884,0.008767123287671232,True
smc_internal_bos_bullish,20,1,0.98998778998779,0.010256410256410256,0.01409331591926284,0.0028598533128479436,0.010311089364240973,-0.0037822265550218667,4094,31862,1.0,False,False,0.020512820512820513,0.08699413036762434,False
smc_internal_choch_bearish,20,-1,0.7396825396825397,0.2605616605616606,-0.014244049041698008,0.0026719288543635917,-0.015363484360819668,-0.0011194353191216599,4094,26265,1.0,False,False,0.5211233211233212,0.7165445665445666,False
