signal,n_trades,mean_return,excess_return_vs_matched_random,p_value_vs_matched_random,ict.ob_swing_len,ict.mss_pivot_len,ict.displacement_perc_body,ict.sweep_penetration_atr,smc.swing_len,smc.internal_len,draw
smc_internal_ob_bullish_mitigated,1361,-0.007364673101387853,-0.0003233989277352956,0.5770463582477741,25,6,0.594096369791427,0.3086825371587365,47,13,3
smc_swing_bos_bearish,73,0.007762155289161817,0.014686917174557626,0.03395788730550157,25,6,0.594096369791427,0.3086825371587365,47,13,3
smc_swing_bos_bullish,293,0.011123591754560036,0.0040028924599177845,0.12461782581398007,25,6,0.594096369791427,0.3086825371587365,47,13,3
smc_swing_choch_bearish,176,0.004719664394055796,0.011534482149767222,0.00599404048422317,25,6,0.594096369791427,0.3086825371587365,47,13,3
smc_swing_choch_bullish,175,0.004477106920793507,-0.00232471847752527,0.6932727032968097,25,6,0.594096369791427,0.3086825371587365,47,13,3
smc_swing_ob_bearish_formed,249,0.0056116396363961145,0.012458690008440715,0.0009443788476513231,25,6,0.594096369791427,0.3086825371587365,47,13,3
smc_swing_ob_bearish_mitigated,245,0.004272122308760047,-0.0025773818284541856,0.7380828679768496,25,6,0.594096369791427,0.3086825371587365,47,13,3
smc_swing_ob_bullish_formed,468,0.00863826088723281,0.0016367986264721997,0.27736673816099283,25,6,0.594096369791427,0.3086825371587365,47,13,3
smc_swing_ob_bullish_mitigated,436,-0.01060891314190591,-0.003698168095123639,0.9012121320017623,25,6,0.594096369791427,0.3086825371587365,47,13,3
ict_bos_bearish,2418,-0.013180939606898315,-0.006195480659937258,0.9999993573030974,23,6,0.5623926820566052,0.54248571617199,48,12,4
ict_bos_bullish,4741,0.0033322613923233413,-0.0036211828642135203,0.9999875657684271,23,6,0.5623926820566052,0.54248571617199,48,12,4
ict_bpr_bearish,2277,-0.007622842448477874,-0.0006736198886110574,0.7002265393409335,23,6,0.5623926820566052,0.54248571617199,48,12,4
ict_bpr_bullish,2327,0.0047629942608068245,-0.0022427740111338685,0.9602800628271511,23,6,0.5623926820566052,0.54248571617199,48,12,4
ict_displacement_bearish,16418,-0.008617775164018286,-0.0016993162806448357,0.9999313965832229,23,6,0.5623926820566052,0.54248571617199,48,12,4
ict_displacement_bullish,17900,0.005158312541110065,-0.00180058312295383,0.9999906756225231,23,6,0.5623926820566052,0.54248571617199,48,12,4
ict_fvg_bearish_formed,7208,-0.008958284807165671,-0.0020222527853269324,0.9978801158659404,23,6,0.5623926820566052,0.54248571617199,48,12,4
ict_fvg_bullish_formed,8849,0.004662609387721486,-0.0023187118643715234,0.9998912678886756,23,6,0.5623926820566052,0.54248571617199,48,12,4
