signal,n_configs,mean_excess,median_excess,std_excess,min_excess,max_excess,sign_consistency,coefficient_of_variation,responds_to_sweep,swept_range_bps
ict_sweep_sellside_bullish,36,0.0018506680265485582,0.0022060442741056504,0.0008938730794366116,-0.0001262140379327,0.0028187099879715,0.9166666666666666,0.4830002283573563,True,29.449240259042
ict_sweep_buyside_bearish,36,0.0008390132023784417,0.0005912582928582499,0.0007626830986827893,0.000189500450932,0.0030587184707584,1.0,0.9090239539982551,True,28.692180198263998
ict_nwog_gap_up,36,4.69144784925574e-05,3.806788000517217e-05,0.00017467981199477633,-0.000159468962714,0.0002621445181865,0.6666666666666666,3.7233668071678103,True,4.216134809005
ict_nwog_gap_down,36,-0.00047373112910719994,-0.0005185703297956,0.00011232970619564222,-0.0005812856817639,-0.0003213373757621,1.0,0.2371170043381787,True,2.5994830600179997
