signal,n_trades_train,mean_return_train,matched_null_mean_train,excess_return_train,p_value_train,n_trades_test,mean_return_test,matched_null_mean_test,excess_return_test,p_value_test,fold,train_start,test_start,selected
smc_internal_ob_bearish_formed,6835,-0.012032676514737937,-0.009253621000145377,-0.0027790555145925603,0.9999989433882333,3004,-0.00569115177440189,-0.0008649080816800409,-0.0048262436927218495,0.9999999479089542,3,2012-01-05,2015-01-05,False
smc_internal_ob_bearish_mitigated,6920,0.011756219444385763,0.009375742311963232,0.00238047713242253,2.166345619314776e-05,2690,0.003011267702982967,0.001532684625088158,0.0014785830778948092,0.06124413154199095,3,2012-01-05,2015-01-05,True
smc_internal_ob_bullish_formed,11087,0.007022892311250541,0.00985045500168733,-0.002827562690436789,0.9999999999053184,3232,-0.0035556298263597504,0.003937140200896352,-0.007492770027256103,1.0,3,2012-01-05,2015-01-05,False
smc_internal_ob_bullish_mitigated,9605,-0.009281085230776438,-0.009639022554869106,0.0003579373240926685,0.2275072937143145,3241,-0.004375560266500583,-0.002856075913790125,-0.0015194843527104574,0.9615415979626941,3,2012-01-05,2015-01-05,False
smc_swing_bos_bearish,73,-0.01419876649094659,-0.006244277989395502,-0.007954488501551088,0.8718298983778756,69,-0.004614754995759635,0.007724125695062867,-0.012338880690822502,0.9521290102754776,3,2012-01-05,2015-01-05,False
smc_swing_bos_bullish,1076,0.0070977365356600305,0.009893732672762038,-0.002795996137102007,0.9766441749820722,237,-0.0009770451867039918,0.006647296418161367,-0.007624341604865359,0.9941203838723119,3,2012-01-05,2015-01-05,False
smc_swing_choch_bearish,266,-0.02294854756386933,-0.007320132067212295,-0.015628415496657035,0.9999998402396678,182,-0.014987236014875173,0.0020232835349973358,-0.01701051954987251,0.9999975333200443,3,2012-01-05,2015-01-05,False
smc_swing_choch_bullish,383,0.010733384996531937,0.0088602403469683,0.0018731446495636375,0.23580673534615976,83,0.003370679515715042,0.005011592549296167,-0.0016409130335811252,0.6066808582077726,3,2012-01-05,2015-01-05,True
smc_swing_ob_bearish_formed,339,-0.021064376418372693,-0.007088458475234051,-0.013975917943138643,0.9999995944956341,251,-0.012135836850257755,0.0035904473160512044,-0.01572628416630896,0.9999983571058055,3,2012-01-05,2015-01-05,False
smc_swing_ob_bearish_mitigated,346,0.01806123884265188,0.007557253500577096,0.010503985342074782,8.723790058092694e-05,230,0.00390892600980181,-0.002581681346966386,0.0064906073567681955,0.03188924053428311,3,2012-01-05,2015-01-05,True
smc_swing_ob_bullish_formed,1459,0.008052125405100703,0.009622432082783287,-0.0015703066776825841,0.8971858513219599,320,0.00015064590798594506,0.006223035727174453,-0.006072389819188508,0.9867453964355756,3,2012-01-05,2015-01-05,False
smc_swing_ob_bullish_mitigated,1263,-0.008596451515602156,-0.009446983110208458,0.0008505315946063016,0.26363222335885916,334,-0.003960918271352773,-0.004621158286986167,0.0006602400156333942,0.40263810098260866,3,2012-01-05,2015-01-05,False
ict_bos_bearish,7071,-0.013995051146624297,-0.006002356628880783,-0.007992694517743515,1.0,2591,-0.012948702515800598,-0.008840670108161376,-0.004108032407639222,0.9999477186013216,4,2013-01-05,2016-01-05,False
ict_bos_bullish,14752,0.002809566087256009,0.007801376648671877,-0.004991810561415868,1.0,5099,0.008097196034725746,0.012023945086036008,-0.003926749051310262,0.9999999632840515,4,2013-01-05,2016-01-05,False
ict_bpr_bearish,4580,-0.0077383639431495045,-0.007098975799579436,-0.0006393881435700684,0.8185116448970331,1493,-0.011973064781258721,-0.010381833520792708,-0.0015912312604660136,0.867428787842512,4,2013-01-05,2016-01-05,False
ict_bpr_bullish,4491,0.006314583657374241,0.007076568733662622,-0.0007619850762883807,0.8554712862089636,1602,0.012190408851906549,0.010667027120759353,0.0015233817311471956,0.1333918774803885,4,2013-01-05,2016-01-05,False
ict_displacement_bearish,33285,-0.008690955961014699,-0.006986831563975405,-0.0017041243970392934,0.9999999999943019,10290,-0.01164403843852333,-0.01027219498849841,-0.0013718434500249194,0.9962651290677916,4,2013-01-05,2016-01-05,False
ict_displacement_bullish,37466,0.005356933182392712,0.007351214650517506,-0.001994281468124794,1.0,13175,0.010005371183960589,0.010929765023252377,-0.0009243938392917879,0.9821271491223807,4,2013-01-05,2016-01-05,False
ict_fvg_bearish_formed,15682,-0.010780625395385265,-0.006778557718506241,-0.004002067676879024,1.0,4944,-0.013782687323907748,-0.00998892381718483,-0.0037937635067229174,0.9999995880138537,4,2013-01-05,2016-01-05,False
ict_fvg_bullish_formed,19984,0.005293153797091791,0.0074497128234958495,-0.0021565590264040584,0.9999999999727779,6778,0.011111597882366668,0.011323270847229014,-0.00021167296486234582,0.6287968031761478,4,2013-01-05,2016-01-05,False
ict_liquidity_buyside_pool_formed,9391,0.00565962764156597,0.006310785205896584,-0.0006511575643306138,0.915949632298252,4173,0.011325292236244167,0.009831018263958536,0.0014942739722856313,0.027564397767689687,4,2013-01-05,2016-01-05,False
ict_liquidity_buyside_swept,7139,0.0040613889170596565,0.006513302192382538,-0.0024519132753228817,0.9999968630475509,3273,0.008406940004939667,0.010236061639544653,-0.0018291216346049861,0.9808838967492768,4,2013-01-05,2016-01-05,False
ict_liquidity_sellside_pool_formed,7842,-0.01108331389745118,-0.00613744110710462,-0.00494587279034656,1.0,3460,-0.010637747826246234,-0.008960423824308715,-0.0016773240019375187,0.9712417575230534,4,2013-01-05,2016-01-05,False
ict_liquidity_sellside_swept,4835,-0.011955576690318022,-0.005783644832535886,-0.006171931857782136,1.0,2149,-0.011775975618607692,-0.00858648899396179,-0.0031894866246459028,0.9972398336121627,4,2013-01-05,2016-01-05,False
ict_mss_bearish,6582,-0.010407710878426764,-0.007099206552127297,-0.003308504326299467,0.9999999926886477,2228,-0.015407912874158262,-0.01021386510912508,-0.005194047765033183,0.9999980961677153,4,2013-01-05,2016-01-05,False
ict_mss_bullish,6434,0.005598987802606205,0.007102510894515989,-0.0015035230919097841,0.9946318722879721,2292,0.007363848780785583,0.010425469870122252,-0.0030616210893366688,0.9970364452432369,4,2013-01-05,2016-01-05,False
ict_nwog_gap_down,22666,-0.005824105359000615,-0.006950535550549624,0.0011264301915490087,0.0001031754666020416,6977,-0.01487863359964585,-0.011012961885860128,-0.0038656717137857226,0.9999999998087761,4,2013-01-05,2016-01-05,True
ict_nwog_gap_up,24795,0.0064878010953959946,0.007314953488758516,-0.0008271523933625216,0.9976847499518362,9168,0.013056653878135625,0.01116616477596081,0.0018904891021748142,0.00023582217523488705,4,2013-01-05,2016-01-05,False
ict_ob_bearish_formed,3703,-0.012311116167459887,-0.006381853465160342,-0.005929262702299544,0.9999999999999455,1386,-0.011995243015508838,-0.009157359614685182,-0.0028378834008236566,0.9750942761919575,4,2013-01-05,2016-01-05,False
ict_ob_bearish_mitigated,3202,0.006402059521791542,0.00717258787112013,-0.0007705283493285881,0.8169229951414092,1556,0.01196127202242723,0.012557868858775977,-0.0005965968363487468,0.6663605598394466,4,2013-01-05,2016-01-05,False
ict_ob_bullish_formed,6036,0.004474393681582024,0.007705340954150647,-0.0032309472725686236,0.9999999424067396,1999,0.00780834863548165,0.011652010329890057,-0.0038436616944084075,0.9993697005817674,4,2013-01-05,2016-01-05,False
ict_ob_bullish_mitigated,3182,-0.017775848892559717,-0.005963619929918899,-0.011812228962640819,1.0,1290,-0.015527711309052896,-0.008866602572570728,-0.006661108736482168,0.999993813915392,4,2013-01-05,2016-01-05,False
ict_sweep_buyside_bearish,12263,-0.007485212048645869,-0.007393325744910116,-9.188630373575292e-05,0.587531813874683,3578,-0.010315686745917808,-0.01081079171144874,0.0004951049655309327,0.2842843467174848,4,2013-01-05,2016-01-05,False
ict_sweep_sellside_bullish,8604,0.009324633888838163,0.0066008940123600075,0.002723739876478156,4.414008319835608e-08,2979,0.013170513163815246,0.00939884514619984,0.0037716680176154063,2.5550403158798705e-05,4,2013-01-05,2016-01-05,True
ict_volume_imbalance_bearish,15024,-0.007769674902301871,-0.0068845304387617065,-0.0008851444635401646,0.990914014880105,4656,-0.012005499164918932,-0.010507335619281308,-0.001498163545637624,0.9745788477356612,4,2013-01-05,2016-01-05,False
ict_volume_imbalance_bullish,19980,0.004866366064942945,0.007279344818683032,-0.0024129787537400874,0.9999999999999835,7094,0.013660680084758663,0.011363130516322274,0.0022975495684363894,6.71691277788284e-05,4,2013-01-05,2016-01-05,False
smc_equal_highs,1934,-0.006529758338784168,-0.007046222785270771,0.0005164644464866024,0.31899282563564924,708,-0.009129770072687012,-0.010520535478537017,0.001390765405850005,0.24203494213034404,4,2013-01-05,2016-01-05,False
smc_equal_lows,1677,0.004277133071218254,0.006721896983173907,-0.0024447639119556525,0.9807151041082052,561,0.008239996619662416,0.010588169477206207,-0.0023481728575437903,0.8385043070840973,4,2013-01-05,2016-01-05,False
smc_fvg_bearish_formed,8680,-0.015814650433680463,-0.006758225741366188,-0.009056424692314276,1.0,3559,-0.021312511435083347,-0.009880607601900274,-0.011431903833183073,1.0,4,2013-01-05,2016-01-05,False
smc_fvg_bullish_formed,9222,0.0061825198366660256,0.007488751648156322,-0.0013062318114902965,0.9954307891719467,4107,0.014228635099835664,0.011751873223013777,0.002476761876821887,0.0021800668968251424,4,2013-01-05,2016-01-05,False
smc_internal_bos_bearish,2659,-0.01097495360125079,-0.006091660792283653,-0.004883292808967136,0.9999998167976496,1060,-0.01645226675077961,-0.008731708433809849,-0.00772055831696976,0.999997915877425,4,2013-01-05,2016-01-05,False
smc_internal_bos_bullish,5961,0.002469165208247653,0.008040483963844056,-0.005571318755596404,1.0,1967,0.008009346535491405,0.01201727362949199,-0.004007927094000585,0.9996895902571947,4,2013-01-05,2016-01-05,False
smc_internal_choch_bearish,4743,-0.009395218277140972,-0.00706852276927653,-0.0023266955078644416,0.9996021983564128,1560,-0.014666142265976635,-0.0104042999121635,-0.004261842353813135,0.9991238871503033,4,2013-01-05,2016-01-05,False
smc_internal_choch_bullish,4561,0.005725666253924917,0.007089582978018678,-0.0013639167240937613,0.9732610224800442,1693,0.009674898406282956,0.010685744025466395,-0.0010108456191834387,0.779302565199453,4,2013-01-05,2016-01-05,False
smc_internal_ob_bearish_formed,7402,-0.009962702231046405,-0.006717607341442966,-0.0032450948896034382,0.9999999966558036,2620,-0.01538877278272898,-0.009727602596493684,-0.005661170186235296,0.9999999635955,4,2013-01-05,2016-01-05,False
smc_internal_ob_bearish_mitigated,7104,0.009046884126315182,0.006861606484412423,0.0021852776419027595,6.514182657575885e-05,2786,0.014098911208529437,0.010593352123785897,0.0035055590847435404,0.0003129006095625001,4,2013-01-05,2016-01-05,True
smc_internal_ob_bullish_formed,10522,0.0038807695866295198,0.00762829432343828,-0.0037475247368087606,0.9999999999999999,3660,0.008779778042936786,0.011401350236154458,-0.002621572193217672,0.998740398429022,4,2013-01-05,2016-01-05,False
smc_internal_ob_bullish_mitigated,9623,-0.008239183111935472,-0.007331171757130099,-0.0009080113548053728,0.970144804458677,3279,-0.013352996140918855,-0.010700146406878734,-0.002652849734040121,0.9980980435914191,4,2013-01-05,2016-01-05,False
smc_swing_bos_bearish,109,-0.004059082454075462,-0.0016056015755610805,-0.002453480878514381,0.6771536757136783,99,-0.005881666359289125,-0.010174972915418152,0.004293306556129027,0.2453896436653824,4,2013-01-05,2016-01-05,False
smc_swing_bos_bullish,999,0.0053624301482439836,0.007843608828203183,-0.0024811786799591997,0.9526183119237359,268,0.007259399818773574,0.011814145902489432,-0.004554746083715858,0.9411145358108336,4,2013-01-05,2016-01-05,False
smc_swing_choch_bearish,367,-0.019456317679721894,-0.004744641083321757,-0.014711676596400138,0.9999999966593962,166,-0.011020590010669573,-0.007466963546498167,-0.003553626464171406,0.7986211549424391,4,2013-01-05,2016-01-05,False
smc_swing_choch_bullish,280,0.008132174964171688,0.006216245152032952,0.0019159298121387358,0.26410393025868506,264,0.009332674184678324,0.012500452191930887,-0.0031677780072525627,0.8184359250005936,4,2013-01-05,2016-01-05,True
smc_swing_ob_bearish_formed,476,-0.01593048020158017,-0.0040258274145278175,-0.011904652787052352,0.9999998790025613,265,-0.009100765703172727,-0.00847863497111356,-0.000622130732059167,0.569877474138182,4,2013-01-05,2016-01-05,False
smc_swing_ob_bearish_mitigated,455,0.012464827206034238,0.004308431122599415,0.008156396083434823,0.00024679054404045536,284,0.015663773503297788,0.009778115498813508,0.0058856580044842795,0.046457038661720636,4,2013-01-05,2016-01-05,True
smc_swing_ob_bullish_formed,1279,0.005968785541879447,0.007487344692685068,-0.0015185591508056215,0.8721070215856839,532,0.008288242737192473,0.012154718948377661,-0.003866476211185188,0.9560448458187613,4,2013-01-05,2016-01-05,False
smc_swing_ob_bullish_mitigated,1181,-0.008638692749653735,-0.007163216452602076,-0.0014754762970516592,0.8538849450608411,462,-0.011497663853737678,-0.011136256647669512,-0.00036140720606816536,0.5593591078553322,4,2013-01-05,2016-01-05,False
ict_bos_bearish,7937,-0.011644304982740083,-0.005090863771803742,-0.0065534412109363414,1.0,1929,-0.013965564522550001,-0.006042323544486626,-0.007923240978063375,0.9999999999999893,5,2014-01-05,2017-01-05,False
ict_bos_bullish,14019,0.0025702038438788406,0.006126642125789608,-0.003556438281910767,1.0,5767,0.00815005832548332,0.011293556640000776,-0.0031434983145174553,0.9999999989000782,5,2014-01-05,2017-01-05,False
ict_bpr_bearish,4580,-0.006506066422096475,-0.005563135581277353,-0.0009429308408191225,0.8936023775196421,1390,-0.012690760985912129,-0.00904929001815885,-0.0036414709677532794,0.9991097443248331,5,2014-01-05,2017-01-05,False
ict_bpr_bullish,4688,0.006092362302212532,0.00550534823649397,0.000587014065718562,0.21821315038500766,1468,0.010040139604025198,0.00899709742573035,0.0010430421782948486,0.18134604402861787,5,2014-01-05,2017-01-05,False
ict_displacement_bearish,33338,-0.007417846211834707,-0.005541433409739286,-0.0018764128020954214,0.9999999999980097,10710,-0.012150314932946023,-0.008774661060233118,-0.0033756538727129047,1.0,5,2014-01-05,2017-01-05,False
ict_displacement_bullish,37536,0.005139644626220094,0.005805402560496068,-0.0006657579342759746,0.9962642027256878,12126,0.009543107894905053,0.009993176448192016,-0.00045006855328696277,0.8923667436346583,5,2014-01-05,2017-01-05,False
ict_fvg_bearish_formed,15997,-0.00960998485088954,-0.005401735036470419,-0.0042082498144191205,1.0,4803,-0.011512709077685208,-0.00815056477596665,-0.003362144301718559,0.9999999784531767,5,2014-01-05,2017-01-05,False
ict_fvg_bullish_formed,19606,0.005704360162752675,0.005839562002900822,-0.00013520184014814696,0.6474098677223696,6682,0.00956001550926999,0.010370850285362452,-0.000810834776092461,0.9463951701681257,5,2014-01-05,2017-01-05,False
ict_liquidity_buyside_pool_formed,11067,0.0061834023278895785,0.005271665147418306,0.0009117371804712726,0.024102105037728652,2939,0.0113900445648022,0.0072748936946696475,0.0041151508701325525,1.3361592165390275e-08,5,2014-01-05,2017-01-05,False
ict_liquidity_buyside_swept,8383,0.004018768780022769,0.005413096249874652,-0.001394327469851883,0.9957132332565859,2249,0.012034038191507146,0.007904867121042033,0.004129171070465112,4.886618846993068e-07,5,2014-01-05,2017-01-05,False
ict_liquidity_sellside_pool_formed,9424,-0.010374221124220548,-0.005168191486371452,-0.0052060296378490965,1.0,2348,-0.00988525204281744,-0.006211937685382543,-0.0036733143574348964,0.9999907442811857,5,2014-01-05,2017-01-05,False
ict_liquidity_sellside_swept,5878,-0.01106259089939141,-0.004986885970873562,-0.006075704928517847,1.0,1435,-0.010259094171924457,-0.005348694524961042,-0.004910399646963415,0.9999934047820491,5,2014-01-05,2017-01-05,False
ict_mss_bearish,6687,-0.009859637054629604,-0.005572753481984517,-0.004286883572645087,0.9999999999974611,2080,-0.01339064179295724,-0.008961773172773921,-0.004428868620183319,0.9999991281600356,5,2014-01-05,2017-01-05,False
ict_mss_bullish,6606,0.0035590432751709286,0.005573999637650099,-0.0020149563624791704,0.9993821382068655,2118,0.011450132694053818,0.009113876564678448,0.00233625612937537,0.0054799496178544824,5,2014-01-05,2017-01-05,False
ict_nwog_gap_down,22160,-0.005826634332833222,-0.005525662221531874,-0.0003009721113013475,0.8178259613979604,5954,-0.01212445116135118,-0.009325113175448993,-0.002799337985902187,0.9999999579236271,5,2014-01-05,2017-01-05,False
ict_nwog_gap_up,25966,0.006300854265202194,0.0057484050842356955,0.0005524491809664987,0.03533917710604115,9232,0.009999303604943758,0.009872962230388057,0.000126341374555701,0.3807818874901785,5,2014-01-05,2017-01-05,False
ict_ob_bearish_formed,4242,-0.010968065201869602,-0.005242262011339783,-0.005725803190529818,0.9999999999997001,1108,-0.013705076715636292,-0.006900573581333612,-0.00680450313430268,0.999999828200432,5,2014-01-05,2017-01-05,False
ict_ob_bearish_mitigated,3695,0.007026275214106535,0.0055917677262454935,0.0014345074878610413,0.04337568142482517,1242,0.009051842648764706,0.009246042031173582,-0.0001941993824088762,0.563158291203137,5,2014-01-05,2017-01-05,False
ict_ob_bullish_formed,5873,0.0036754162934319705,0.005980952574463728,-0.0023055362810317573,0.9997667902771394,2307,0.009979943423569155,0.010459699189060158,-0.0004797557654910023,0.7144033523196969,5,2014-01-05,2017-01-05,False
ict_ob_bullish_mitigated,3865,-0.016839493654310294,-0.004996886930799888,-0.011842606723510406,1.0,888,-0.011124126974594467,-0.005625574042460997,-0.0054985529321334705,0.9998783757887879,5,2014-01-05,2017-01-05,False
ict_sweep_buyside_bearish,12067,-0.006939065684564387,-0.005811257800650609,-0.0011278078839137779,0.994095952420895,4310,-0.01052942339960065,-0.009543556611564348,-0.000985866788036303,0.9498549058435419,5,2014-01-05,2017-01-05,False
ict_sweep_sellside_bullish,9473,0.008926812117252717,0.005311966927686857,0.0036148451895658606,1.0111215364198204e-12,2573,0.010246634382483535,0.007640018582248267,0.0026066158002352683,0.0012843777989265752,5,2014-01-05,2017-01-05,True
ict_volume_imbalance_bearish,15685,-0.007417840260796279,-0.0054678352063249405,-0.0019500050544713383,0.9999995550797736,3734,-0.011172230089803219,-0.008438832020481192,-0.002733398069322027,0.9999671420538043,5,2014-01-05,2017-01-05,False
ict_volume_imbalance_bullish,20462,0.005242603046562206,0.0057465281350948805,-0.0005039250885326748,0.9323534333916859,6844,0.007716947802176062,0.010150181586575855,-0.0024332337843997933,0.9999998565129697,5,2014-01-05,2017-01-05,False
smc_equal_highs,2000,-0.0038679982635207084,-0.0056935329136582,0.0018255346501374913,0.054855287133728614,700,-0.011803415370381631,-0.008757528467185144,-0.0030458869031964875,0.9787761910298237,5,2014-01-05,2017-01-05,False
smc_equal_lows,1712,0.002258146564487388,0.005474435644927401,-0.003216289080440013,0.9943690867401572,693,0.009770592816626966,0.008354845393329754,0.0014157474232972117,0.18227738422351447,5,2014-01-05,2017-01-05,False
smc_fvg_bearish_formed,10073,-0.017110019143739053,-0.005378346213698628,-0.011731672930040425,1.0,2491,-0.009551521725104251,-0.007676385211501565,-0.001875136513602686,0.9839585201805676,5,2014-01-05,2017-01-05,False
smc_fvg_bullish_formed,10534,0.00832474474715605,0.005738824227601553,0.0025859205195544977,1.476378780607539e-07,2496,0.009395335114790472,0.009101858083150342,0.0002934770316401301,0.3743317130409225,5,2014-01-05,2017-01-05,True
smc_internal_bos_bearish,3148,-0.009534899503068905,-0.004896587695529855,-0.00463831180753905,0.9999996045152076,696,-0.013583549152596018,-0.005394817882473281,-0.008188731270122738,0.9999977650012875,5,2014-01-05,2017-01-05,False
smc_internal_bos_bullish,5583,0.002083620933383255,0.006162311201398503,-0.004078690268015248,0.9999999995046674,2453,0.008727130025061407,0.01137552222803564,-0.0026483922029742323,0.9995179381004125,5,2014-01-05,2017-01-05,False
smc_internal_choch_bearish,4864,-0.009131322466563327,-0.0056299308467629,-0.0035013916198004267,0.9999990718388164,1498,-0.011491653052036857,-0.008644476208538586,-0.002847176843498271,0.9948827724494822,5,2014-01-05,2017-01-05,False
smc_internal_choch_bullish,4844,0.004628367119444298,0.005633100115890198,-0.0010047329964459001,0.9142822656258951,1511,0.009761828712726262,0.00876886414817125,0.000992964564555011,0.1850542488305597,5,2014-01-05,2017-01-05,False
smc_internal_ob_bearish_formed,8012,-0.00928989217586432,-0.005341792524236485,-0.003948099651627836,0.9999999999965938,2194,-0.012155262753946235,-0.00761359097839207,-0.004541671775554165,0.9999993095263634,5,2014-01-05,2017-01-05,False
smc_internal_ob_bearish_mitigated,7832,0.008538993966990637,0.005416580653474118,0.0031224133135165184,3.506153613162887e-08,2225,0.012032101589157991,0.00822159867840604,0.0038105029107519516,2.3447680437109378e-05,5,2014-01-05,2017-01-05,True
smc_internal_ob_bullish_formed,10427,0.00326581624605993,0.005916459230725997,-0.002650642984666067,0.9999999674656104,3964,0.009121537118164736,0.010381914670347686,-0.0012603775521829504,0.9743397620646441,5,2014-01-05,2017-01-05,False
smc_internal_ob_bullish_mitigated,9828,-0.008132488116941857,-0.005744516146652842,-0.002387971970289016,0.9999986289369783,3201,-0.009897955136131434,-0.009520912116223633,-0.0003770430199078016,0.6979811227325847,5,2014-01-05,2017-01-05,False
smc_swing_bos_bearish,188,-0.003894948572122917,-0.0024902654182541277,-0.0014046831538687891,0.6279721838836734,30,-0.009644639261217614,-0.002381206662157202,-0.007263432599060411,0.7794394850039672,5,2014-01-05,2017-01-05,False
smc_swing_bos_bullish,889,0.004087505251397949,0.006456926258190616,-0.0023694210067926663,0.9264260406823478,375,0.008959066918533026,0.010143568622007035,-0.0011845017034740092,0.7251625724107169,5,2014-01-05,2017-01-05,False
smc_swing_choch_bearish,483,-0.016391665191451108,-0.004774569166985557,-0.011617096024465551,0.9999993468958742,106,-0.01652129026431761,-0.0027076425107543235,-0.013813647753563287,0.9988423912466732,5,2014-01-05,2017-01-05,False
smc_swing_choch_bullish,454,0.007423840531833235,0.0049263895548395595,0.002497450976993675,0.15356154588020748,103,0.01234572704317259,0.009412421260820494,0.002933305782352095,0.25291807724794335,5,2014-01-05,2017-01-05,True
smc_swing_ob_bearish_formed,671,-0.012890349655782405,-0.004134555598041429,-0.008755794057740976,0.9999839246974126,136,-0.015004381954810258,-0.0026356346029755475,-0.01236874735183471,0.9987230742031347,5,2014-01-05,2017-01-05,False
smc_swing_ob_bearish_mitigated,664,0.014250920957598065,0.004207135478617654,0.01004378547898041,9.463800873923653e-07,137,0.012622523985462108,0.0037442302239561686,0.008878293761505939,0.013794925075444804,5,2014-01-05,2017-01-05,True
smc_swing_ob_bullish_formed,1343,0.005215350536072276,0.005939529636208942,-0.0007241791001366665,0.7027173100532818,478,0.009688828409825651,0.00998602013204424,-0.0002971917222185892,0.5648482613673342,5,2014-01-05,2017-01-05,False
smc_swing_ob_bullish_mitigated,1251,-0.007484383293725657,-0.005758269185845677,-0.00172611410787998,0.8875690082653559,398,-0.00794502519559048,-0.009119621803373595,0.0011745966077831155,0.2778417470639189,5,2014-01-05,2017-01-05,False
ict_bos_bearish,7410,-0.011973324246414346,-0.005817297707408197,-0.006156026539006149,1.0,3143,-0.01267674293371336,0.005133624026137873,-0.017810366959851234,1.0,6,2015-01-05,2018-01-05,False
ict_bos_bullish,14763,0.004958735131260342,0.007260683445029558,-0.002301948313769216,0.9999999969230071,4080,-0.005564009290016324,-0.00011822200800453731,-0.005445787282011787,0.9999999999292551,6,2015-01-05,2018-01-05,False
ict_bpr_bearish,4531,-0.009103588038790626,-0.006481506568400182,-0.0026220814703904445,0.9997775563026632,1818,0.004242327176387447,0.0031369951422903623,0.0011053320340970846,0.1925296001733987,6,2015-01-05,2018-01-05,False
ict_bpr_bullish,4757,0.006398367486601821,0.006548630602003683,-0.00015026311540186198,0.5811344801945022,1583,-0.004600911543332588,-0.0022962800276282594,-0.0023046315157043288,0.9521701024970595,6,2015-01-05,2018-01-05,False
ict_displacement_bearish,32735,-0.009408770876084207,-0.006484662658494708,-0.0029241082175894993,1.0,12882,-0.002084607637987651,0.0033623348026452773,-0.005446942440632928,1.0,6,2015-01-05,2018-01-05,False
ict_displacement_bullish,37141,0.005796290089542198,0.006817093076640627,-0.0010208029870984285,0.9999851780697552,12193,0.00153876559874201,-0.0018277096224316159,0.003366475221173626,7.966281006195341e-13,6,2015-01-05,2018-01-05,False
ict_fvg_bearish_formed,15519,-0.010829208958354418,-0.006290664750196967,-0.004538544208157452,1.0,6584,-0.001664720049948342,0.0036852873077062344,-0.0053500073576545765,0.9999999999999997,6,2015-01-05,2018-01-05,False
ict_fvg_bullish_formed,19682,0.0063485100539447305,0.006902590664035759,-0.0005540806100910282,0.9447861478918433,6294,-0.002757234502980053,-0.0013816815622629754,-0.0013755529407170775,0.9782236548330722,6,2015-01-05,2018-01-05,False
ict_liquidity_buyside_pool_formed,10888,0.007282492208817643,0.006209295428792227,0.001073196780025416,0.009234773477665567,3549,-0.0039039379857267104,-0.0030357003084327087,-0.0008682376772940017,0.8424511300662931,6,2015-01-05,2018-01-05,False
ict_liquidity_buyside_swept,8226,0.005453557365393033,0.0063432531522724985,-0.0008896957868794655,0.9553591562066519,2461,-0.0044413238022546295,-0.0021792492725463334,-0.002262074529708296,0.9851583146529489,6,2015-01-05,2018-01-05,False
ict_liquidity_sellside_pool_formed,9354,-0.009228966506546055,-0.0059652236216981205,-0.0032637428848479345,0.9999999999484874,3850,-0.002277200158555943,0.004158315323989788,-0.006435515482545732,0.9999999999999919,6,2015-01-05,2018-01-05,False
ict_liquidity_sellside_swept,5883,-0.010246208547932106,-0.005804670149122654,-0.004441538398809452,0.9999999999959048,2574,-0.0030814444983999507,0.004980683434550899,-0.00806212793295085,0.9999999999999952,6,2015-01-05,2018-01-05,False
ict_mss_bearish,6639,-0.012651992432900869,-0.00654547621702645,-0.006106516215874418,1.0,2472,0.0011578449689303725,0.0026636007414957918,-0.0015057557725654193,0.9134301025963731,6,2015-01-05,2018-01-05,False
ict_mss_bullish,6661,0.0041482821125656145,0.006566984983767534,-0.0024187028712019196,0.9999651077287333,2285,-0.0048606851861998845,-0.002644172199489444,-0.0022165129867104407,0.9725143045020757,6,2015-01-05,2018-01-05,False
ict_nwog_gap_down,21402,-0.008996420620211745,-0.006658691907731968,-0.0023377287124797764,0.9999999999994127,6642,-0.0032474439020629487,0.0031887856901417354,-0.0064362295922046845,1.0,6,2015-01-05,2018-01-05,False
ict_nwog_gap_up,26264,0.006963218164503407,0.006797091125893358,0.0001661270386100486,0.2876538447365644,9544,-0.00042915586918013885,-0.0024953368053273165,0.0020661809361471775,6.38702427658036e-05,6,2015-01-05,2018-01-05,False
ict_ob_bearish_formed,4213,-0.011413409145498996,-0.00609723212032209,-0.005316177025176906,0.9999999999950017,1817,-0.007871847783894449,0.004590631479178553,-0.012462479263073003,1.0,6,2015-01-05,2018-01-05,False
ict_ob_bearish_mitigated,3845,0.007646522579438918,0.00660115193630371,0.0010453706431352077,0.09993073596230956,1036,-0.007279911294333488,-0.0011094506008825944,-0.006170460693450894,0.9998499108546861,6,2015-01-05,2018-01-05,False
ict_ob_bullish_formed,6182,0.005718655964501806,0.007065489482396221,-0.0013468335178944153,0.9842122593859629,1833,-0.0048365366288028715,-0.00031106568362321524,-0.004525470945179656,0.9998175586967059,6,2015-01-05,2018-01-05,False
ict_ob_bullish_mitigated,3619,-0.013432706578883164,-0.005813451823354011,-0.007619254755529154,1.0,1987,-0.014220186611159725,0.005073844521607008,-0.01929403113276673,1.0,6,2015-01-05,2018-01-05,False
ict_sweep_buyside_bearish,12004,-0.008196942990811399,-0.006781395478736927,-0.0014155475120744719,0.9993641414060475,4358,0.0026371848226990286,0.001069178956088466,0.0015680058666105625,0.024403390501613022,6,2015-01-05,2018-01-05,False
ict_sweep_sellside_bullish,9333,0.007284884759119042,0.006177590040519674,0.0011072947185993684,0.014889321328738,3657,0.005792705863936307,-0.0036992894969935563,0.009491995360929862,4.014816675470765e-27,6,2015-01-05,2018-01-05,True
