signal,n_trades,mean_return,excess_return_vs_matched_random,p_value_vs_matched_random,ict.ob_swing_len,ict.mss_pivot_len
ict_mss_bullish,1860,0.0041113843995801164,-0.0028601733842110342,0.9777626517322332,10,7
ict_nwog_gap_down,7771,-0.0074609541369354895,-0.0005185703297956677,0.7806794361952906,10,7
ict_nwog_gap_up,8734,0.006989213289592376,3.806788000517217e-05,0.47592891614316346,10,7
ict_ob_bearish_formed,1381,-0.0078080616916396265,-0.0008239211895681954,0.6874475766988188,10,7
ict_ob_bearish_mitigated,1227,0.005353344199216388,-0.0016516043331321131,0.8237051458013775,10,7
ict_ob_bullish_formed,1967,0.004347032237584844,-0.0026532812467594596,0.9733623640151646,10,7
ict_ob_bullish_mitigated,1277,-0.00977303889800904,-0.0029197457008298703,0.9537142957470778,10,7
ict_sweep_buyside_bearish,3986,-0.006227945966601381,0.0005740228053981392,0.2706649712960655,10,7
ict_sweep_sellside_bullish,2994,0.008888587380150864,0.0019965831147496123,0.03593315470761973,10,7
ict_volume_imbalance_bearish,5045,-0.009415081939126553,-0.0025412157087679388,0.9987350022215988,10,7
ict_volume_imbalance_bullish,6878,0.003829990662614132,-0.002981997350039685,0.9999910864480701,10,7
smc_equal_highs,608,-0.006723847601595759,0.00015417538021324142,0.4750942388654891,10,7
smc_equal_lows,566,0.004623623441085305,-0.00262050862856175,0.8353347025597642,10,7
smc_fvg_bearish_formed,4076,-0.011046893020218933,-0.0041614177766649725,0.9999935601008247,10,7
smc_fvg_bullish_formed,4184,0.006487487426096057,-0.0005844099253412656,0.7279269880887392,10,7
smc_internal_bos_bearish,1048,-0.012834171710443118,-0.005940465272575376,0.998791706819664,10,7
smc_internal_bos_bullish,1981,0.002136678027645868,-0.004854754883838899,0.9998140203473082,10,7
smc_internal_choch_bearish,1594,-0.0070261495623035975,-5.0713106236772824e-05,0.5131412946459099,10,7
smc_internal_choch_bullish,1600,0.007732525235902663,0.0007627751705171744,0.3096378231321552,10,7
smc_internal_ob_bearish_formed,2642,-0.009330013003352127,-0.0023869963274036387,0.9763018996164368,10,7
smc_internal_ob_bearish_mitigated,2606,0.007649561175434465,0.0006997404061540227,0.28192516135872825,10,7
smc_internal_ob_bullish_formed,3581,0.004636916936668732,-0.002344828023473156,0.9897501410791308,10,7
smc_internal_ob_bullish_mitigated,3329,-0.006646380873423673,0.0003058950274887236,0.38569537128797365,10,7
smc_swing_bos_bearish,70,0.001085292548169611,0.00812965661085061,0.16380744521106422,10,7
smc_swing_bos_bullish,275,0.012206405823636234,0.0050690290112282285,0.07852787821669886,10,7
smc_swing_choch_bearish,168,0.003048274478786804,0.00989252357985805,0.018455499327838885,10,7
smc_swing_choch_bullish,165,0.0048771221006292335,-0.0019799141162474805,0.6600154000347649,10,7
smc_swing_ob_bearish_formed,238,0.0024709268521346884,0.009374033294855864,0.011795706619165175,10,7
smc_swing_ob_bearish_mitigated,234,0.005981760718047573,-0.0009248730612089291,0.5875960409331018,10,7
smc_swing_ob_bullish_formed,440,0.009457924427508608,0.0024256753384248354,0.19903037327434053,10,7
smc_swing_ob_bullish_mitigated,410,-0.010761670184265716,-0.0037939496167895817,0.898487935678928,10,7
ict_bos_bearish,2048,-0.014321402531613098,-0.007302617694360167,0.9999998924409116,10,10
ict_bos_bullish,4348,0.0034306738750258044,-0.003506400150135459,0.9999549907161729,10,10
ict_bpr_bearish,1642,-0.00641437256654487,0.0005439691480111902,0.3603235398372385,10,10
ict_bpr_bullish,1710,0.004759805093449638,-0.0023242153603905847,0.9387618960861359,10,10
ict_displacement_bearish,11757,-0.008727665383950778,-0.0018283859182820121,0.9996581673344738,10,10
ict_displacement_bullish,12980,0.004604091177142438,-0.0023756621087189294,0.9999985890649403,10,10
ict_fvg_bearish_formed,5600,-0.008024272758270582,-0.0011364196057796058,0.9205640867600116,10,10
ict_fvg_bullish_formed,6860,0.004471358594930324,-0.0025257270185139744,0.9997781830743365,10,10
ict_liquidity_buyside_pool_formed,1633,0.00804936999791733,0.0014638013753412059,0.15703139214808903,10,10
ict_liquidity_buyside_swept,1325,0.006706632773258647,8.817566920513598e-05,0.4782644637891893,10,10
ict_liquidity_sellside_pool_formed,1367,-0.00751828482506984,-0.000819052074751042,0.688798605203903,10,10
ict_liquidity_sellside_swept,937,-0.00993937471478147,-0.003278887687266651,0.9465567456957119,10,10
ict_mss_bearish,1514,-0.008494407524207895,-0.0015281474349134226,0.8338061452284771,10,10
ict_mss_bullish,1522,0.004686225827499098,-0.0022864213642899596,0.926912190569281,10,10
ict_nwog_gap_down,7771,-0.0074609541369354895,-0.0005185703297956677,0.7806794361952906,10,10
ict_nwog_gap_up,8734,0.006989213289592376,3.806788000517217e-05,0.47592891614316346,10,10
ict_ob_bearish_formed,1381,-0.0078080616916396265,-0.0008239211895681954,0.6874475766988188,10,10
ict_ob_bearish_mitigated,1227,0.005353344199216388,-0.0016516043331321131,0.8237051458013775,10,10
ict_ob_bullish_formed,1967,0.004347032237584844,-0.0026532812467594596,0.9733623640151646,10,10
ict_ob_bullish_mitigated,1277,-0.00977303889800904,-0.0029197457008298703,0.9537142957470778,10,10
ict_sweep_buyside_bearish,3986,-0.006227945966601381,0.0005740228053981392,0.2706649712960655,10,10
ict_sweep_sellside_bullish,2994,0.008888587380150864,0.0019965831147496123,0.03593315470761973,10,10
ict_volume_imbalance_bearish,5045,-0.009415081939126553,-0.0025412157087679388,0.9987350022215988,10,10
ict_volume_imbalance_bullish,6878,0.003829990662614132,-0.002981997350039685,0.9999910864480701,10,10
smc_equal_highs,608,-0.006723847601595759,0.00015417538021324142,0.4750942388654891,10,10
smc_equal_lows,566,0.004623623441085305,-0.00262050862856175,0.8353347025597642,10,10
smc_fvg_bearish_formed,4076,-0.011046893020218933,-0.0041614177766649725,0.9999935601008247,10,10
smc_fvg_bullish_formed,4184,0.006487487426096057,-0.0005844099253412656,0.7279269880887392,10,10
smc_internal_bos_bearish,1048,-0.012834171710443118,-0.005940465272575376,0.998791706819664,10,10
smc_internal_bos_bullish,1981,0.002136678027645868,-0.004854754883838899,0.9998140203473082,10,10
smc_internal_choch_bearish,1594,-0.0070261495623035975,-5.0713106236772824e-05,0.5131412946459099,10,10
smc_internal_choch_bullish,1600,0.007732525235902663,0.0007627751705171744,0.3096378231321552,10,10
smc_internal_ob_bearish_formed,2642,-0.009330013003352127,-0.0023869963274036387,0.9763018996164368,10,10
smc_internal_ob_bearish_mitigated,2606,0.007649561175434465,0.0006997404061540227,0.28192516135872825,10,10
smc_internal_ob_bullish_formed,3581,0.004636916936668732,-0.002344828023473156,0.9897501410791308,10,10
smc_internal_ob_bullish_mitigated,3329,-0.006646380873423673,0.0003058950274887236,0.38569537128797365,10,10
smc_swing_bos_bearish,70,0.001085292548169611,0.00812965661085061,0.16380744521106422,10,10
smc_swing_bos_bullish,275,0.012206405823636234,0.0050690290112282285,0.07852787821669886,10,10
smc_swing_choch_bearish,168,0.003048274478786804,0.00989252357985805,0.018455499327838885,10,10
smc_swing_choch_bullish,165,0.0048771221006292335,-0.0019799141162474805,0.6600154000347649,10,10
smc_swing_ob_bearish_formed,238,0.0024709268521346884,0.009374033294855864,0.011795706619165175,10,10
smc_swing_ob_bearish_mitigated,234,0.005981760718047573,-0.0009248730612089291,0.5875960409331018,10,10
smc_swing_ob_bullish_formed,440,0.009457924427508608,0.0024256753384248354,0.19903037327434053,10,10
smc_swing_ob_bullish_mitigated,410,-0.010761670184265716,-0.0037939496167895817,0.898487935678928,10,10
ict_bos_bearish,2900,-0.013513805236560027,-0.006513146678592198,0.9999999896330115,15,3
ict_bos_bullish,5209,0.0036532728221285735,-0.0032823190812607513,0.9999691455818238,15,3
ict_bpr_bearish,1571,-0.006550064246620952,0.00041763070175556815,0.3947298560327847,15,3
ict_bpr_bullish,1654,0.0047686407175905315,-0.002266561122639072,0.9316327193352766,15,3
ict_displacement_bearish,11216,-0.008984097761467795,-0.0020715408434005935,0.9999082563827013,15,3
ict_displacement_bullish,12445,0.005055933078069827,-0.001956241519769036,0.9999130127888889,15,3
ict_fvg_bearish_formed,5444,-0.008570794800043458,-0.001686954777227032,0.9803900339011776,15,3
ict_fvg_bullish_formed,6715,0.0047841951821926704,-0.0022197758812204016,0.9988261858794985,15,3
ict_liquidity_buyside_pool_formed,5833,0.008354626973040768,0.001575800665271485,0.019097015149771197,15,3
ict_liquidity_buyside_swept,4191,0.006005940249055651,-0.0007545197423901948,0.7999594184874924,15,3
ict_liquidity_sellside_pool_formed,5338,-0.007347618733726301,-0.00048507618786984043,0.7239815599218679,15,3
ict_liquidity_sellside_swept,3248,-0.00917992299356198,-0.002274083412018486,0.9833527203285589,15,3
ict_mss_bearish,2855,-0.008355461938923628,-0.0013957717953392654,0.8892555117697098,15,3
ict_mss_bullish,2853,0.005266212109819436,-0.0016985668885706401,0.9313653434857728,15,3
ict_nwog_gap_down,7771,-0.0074609541369354895,-0.0005185703297956677,0.7806794361952906,15,3
ict_nwog_gap_up,8734,0.006989213289592376,3.806788000517217e-05,0.47592891614316346,15,3
ict_ob_bearish_formed,915,-0.007858587434171414,-0.0008203470602301281,0.6520600688391199,15,3
ict_ob_bearish_mitigated,822,0.0057983702428667655,-0.0012764899370104272,0.7190177211165757,15,3
ict_ob_bullish_formed,1367,0.004093192084451851,-0.0029220655013687128,0.9623143033168647,15,3
ict_ob_bullish_mitigated,846,-0.010537899250009801,-0.0037827127866986495,0.9630991685530703,15,3
ict_sweep_buyside_bearish,3986,-0.006227945966601381,0.0005740228053981392,0.2706649712960655,15,3
ict_sweep_sellside_bullish,2994,0.008888587380150864,0.0019965831147496123,0.03593315470761973,15,3
ict_volume_imbalance_bearish,5045,-0.009415081939126553,-0.0025412157087679388,0.9987350022215988,15,3
ict_volume_imbalance_bullish,6878,0.003829990662614132,-0.002981997350039685,0.9999910864480701,15,3
smc_equal_highs,608,-0.006723847601595759,0.00015417538021324142,0.4750942388654891,15,3
smc_equal_lows,566,0.004623623441085305,-0.00262050862856175,0.8353347025597642,15,3
smc_fvg_bearish_formed,4076,-0.011046893020218933,-0.0041614177766649725,0.9999935601008247,15,3
smc_fvg_bullish_formed,4184,0.006487487426096057,-0.0005844099253412656,0.7279269880887392,15,3
smc_internal_bos_bearish,1048,-0.012834171710443118,-0.005940465272575376,0.998791706819664,15,3
smc_internal_bos_bullish,1981,0.002136678027645868,-0.004854754883838899,0.9998140203473082,15,3
smc_internal_choch_bearish,1594,-0.0070261495623035975,-5.0713106236772824e-05,0.5131412946459099,15,3
smc_internal_choch_bullish,1600,0.007732525235902663,0.0007627751705171744,0.3096378231321552,15,3
smc_internal_ob_bearish_formed,2642,-0.009330013003352127,-0.0023869963274036387,0.9763018996164368,15,3
smc_internal_ob_bearish_mitigated,2606,0.007649561175434465,0.0006997404061540227,0.28192516135872825,15,3
smc_internal_ob_bullish_formed,3581,0.004636916936668732,-0.002344828023473156,0.9897501410791308,15,3
smc_internal_ob_bullish_mitigated,3329,-0.006646380873423673,0.0003058950274887236,0.38569537128797365,15,3
smc_swing_bos_bearish,70,0.001085292548169611,0.00812965661085061,0.16380744521106422,15,3
smc_swing_bos_bullish,275,0.012206405823636234,0.0050690290112282285,0.07852787821669886,15,3
smc_swing_choch_bearish,168,0.003048274478786804,0.00989252357985805,0.018455499327838885,15,3
smc_swing_choch_bullish,165,0.0048771221006292335,-0.0019799141162474805,0.6600154000347649,15,3
smc_swing_ob_bearish_formed,238,0.0024709268521346884,0.009374033294855864,0.011795706619165175,15,3
smc_swing_ob_bearish_mitigated,234,0.005981760718047573,-0.0009248730612089291,0.5875960409331018,15,3
smc_swing_ob_bullish_formed,440,0.009457924427508608,0.0024256753384248354,0.19903037327434053,15,3
smc_swing_ob_bullish_mitigated,410,-0.010761670184265716,-0.0037939496167895817,0.898487935678928,15,3
ict_bos_bearish,2558,-0.013049065898080853,-0.0060651414344628585,0.9999994780114311,15,5
ict_bos_bullish,4884,0.0031430596350568493,-0.003792657163908985,0.9999963704018686,15,5
ict_bpr_bearish,1640,-0.006735082664622869,0.00023237547909580464,0.4394731348239871,15,5
ict_bpr_bullish,1678,0.00458730447578707,-0.0024652533918356227,0.9479387228558915,15,5
ict_displacement_bearish,11550,-0.009106801171827278,-0.0021966823632022445,0.9999723918687764,15,5
ict_displacement_bullish,12779,0.004862000971029558,-0.002132092324781833,0.9999843366647438,15,5
ict_fvg_bearish_formed,5553,-0.008294811332114712,-0.0014026334284174581,0.9581897662586799,15,5
ict_fvg_bullish_formed,6815,0.004402659905504742,-0.0026031032345194575,0.9998433257600174,15,5
ict_liquidity_buyside_pool_formed,3608,0.009257161517212419,0.0025441165437047547,0.004439188871121,15,5
ict_liquidity_buyside_swept,2774,0.006284540326023712,-0.00043909391054587285,0.6535760031138567,15,5
ict_liquidity_sellside_pool_formed,3191,-0.008217001961922864,-0.0014066997141683598,0.9049726406299119,15,5
ict_liquidity_sellside_swept,2059,-0.010554526279823171,-0.003722827266866709,0.9968896453181603,15,5
ict_mss_bearish,2245,-0.009291502621321569,-0.0023110145564710196,0.9630079144188252,15,5
ict_mss_bullish,2246,0.005470294675150915,-0.0015153038839450274,0.8791278374172605,15,5
ict_nwog_gap_down,7771,-0.0074609541369354895,-0.0005185703297956677,0.7806794361952906,15,5
ict_nwog_gap_up,8734,0.006989213289592376,3.806788000517217e-05,0.47592891614316346,15,5
ict_ob_bearish_formed,915,-0.007858587434171414,-0.0008203470602301281,0.6520600688391199,15,5
ict_ob_bearish_mitigated,822,0.0057983702428667655,-0.0012764899370104272,0.7190177211165757,15,5
ict_ob_bullish_formed,1367,0.004093192084451851,-0.0029220655013687128,0.9623143033168647,15,5
ict_ob_bullish_mitigated,846,-0.010537899250009801,-0.0037827127866986495,0.9630991685530703,15,5
ict_sweep_buyside_bearish,3986,-0.006227945966601381,0.0005740228053981392,0.2706649712960655,15,5
ict_sweep_sellside_bullish,2994,0.008888587380150864,0.0019965831147496123,0.03593315470761973,15,5
ict_volume_imbalance_bearish,5045,-0.009415081939126553,-0.0025412157087679388,0.9987350022215988,15,5
ict_volume_imbalance_bullish,6878,0.003829990662614132,-0.002981997350039685,0.9999910864480701,15,5
smc_equal_highs,608,-0.006723847601595759,0.00015417538021324142,0.4750942388654891,15,5
smc_equal_lows,566,0.004623623441085305,-0.00262050862856175,0.8353347025597642,15,5
smc_fvg_bearish_formed,4076,-0.011046893020218933,-0.0041614177766649725,0.9999935601008247,15,5
smc_fvg_bullish_formed,4184,0.006487487426096057,-0.0005844099253412656,0.7279269880887392,15,5
smc_internal_bos_bearish,1048,-0.012834171710443118,-0.005940465272575376,0.998791706819664,15,5
smc_internal_bos_bullish,1981,0.002136678027645868,-0.004854754883838899,0.9998140203473082,15,5
smc_internal_choch_bearish,1594,-0.0070261495623035975,-5.0713106236772824e-05,0.5131412946459099,15,5
smc_internal_choch_bullish,1600,0.007732525235902663,0.0007627751705171744,0.3096378231321552,15,5
smc_internal_ob_bearish_formed,2642,-0.009330013003352127,-0.0023869963274036387,0.9763018996164368,15,5
smc_internal_ob_bearish_mitigated,2606,0.007649561175434465,0.0006997404061540227,0.28192516135872825,15,5
smc_internal_ob_bullish_formed,3581,0.004636916936668732,-0.002344828023473156,0.9897501410791308,15,5
smc_internal_ob_bullish_mitigated,3329,-0.006646380873423673,0.0003058950274887236,0.38569537128797365,15,5
smc_swing_bos_bearish,70,0.001085292548169611,0.00812965661085061,0.16380744521106422,15,5
smc_swing_bos_bullish,275,0.012206405823636234,0.0050690290112282285,0.07852787821669886,15,5
smc_swing_choch_bearish,168,0.003048274478786804,0.00989252357985805,0.018455499327838885,15,5
smc_swing_choch_bullish,165,0.0048771221006292335,-0.0019799141162474805,0.6600154000347649,15,5
smc_swing_ob_bearish_formed,238,0.0024709268521346884,0.009374033294855864,0.011795706619165175,15,5
smc_swing_ob_bearish_mitigated,234,0.005981760718047573,-0.0009248730612089291,0.5875960409331018,15,5
smc_swing_ob_bullish_formed,440,0.009457924427508608,0.0024256753384248354,0.19903037327434053,15,5
smc_swing_ob_bullish_mitigated,410,-0.010761670184265716,-0.0037939496167895817,0.898487935678928,15,5
ict_bos_bearish,2321,-0.013517635934696456,-0.00651251040056273,0.9999996611165942,15,7
ict_bos_bullish,4640,0.0038692473224344716,-0.0030937481676695747,0.9998121202148799,15,7
ict_bpr_bearish,1631,-0.006105090607766321,0.0008535229418502573,0.28800784914960964,15,7
ict_bpr_bullish,1708,0.004638787153461196,-0.002426910361131714,0.9466797266281536,15,7
ict_displacement_bearish,11663,-0.008792576113848259,-0.0018843598480766154,0.999748874086137,15,7
ict_displacement_bullish,12897,0.0046962361546341045,-0.002295966781735233,0.9999966764942544,15,7
ict_fvg_bearish_formed,5572,-0.007899262707728373,-0.0010152211878068059,0.8953122904240041,15,7
ict_fvg_bullish_formed,6865,0.004352888025246467,-0.0026544282014481953,0.9998875622724739,15,7
ict_liquidity_buyside_pool_formed,2517,0.008681808628664167,0.002015560299619837,0.04136387210967158,15,7
ict_liquidity_buyside_swept,1995,0.006343416580604409,-0.00034510462660069813,0.603959621132641,15,7
ict_liquidity_sellside_pool_formed,2130,-0.009206725541365047,-0.0024071456680121997,0.9653831717364042,15,7
ict_liquidity_sellside_swept,1419,-0.01144310750501964,-0.004668707378539247,0.9977435853929565,15,7
ict_mss_bearish,1854,-0.008318552950696488,-0.0013549166117670392,0.8291958547879271,15,7
ict_mss_bullish,1860,0.0041113843995801164,-0.0028601733842110342,0.9777626517322332,15,7
ict_nwog_gap_down,7771,-0.0074609541369354895,-0.0005185703297956677,0.7806794361952906,15,7
ict_nwog_gap_up,8734,0.006989213289592376,3.806788000517217e-05,0.47592891614316346,15,7
ict_ob_bearish_formed,915,-0.007858587434171414,-0.0008203470602301281,0.6520600688391199,15,7
ict_ob_bearish_mitigated,822,0.0057983702428667655,-0.0012764899370104272,0.7190177211165757,15,7
ict_ob_bullish_formed,1367,0.004093192084451851,-0.0029220655013687128,0.9623143033168647,15,7
ict_ob_bullish_mitigated,846,-0.010537899250009801,-0.0037827127866986495,0.9630991685530703,15,7
ict_sweep_buyside_bearish,3986,-0.006227945966601381,0.0005740228053981392,0.2706649712960655,15,7
ict_sweep_sellside_bullish,2994,0.008888587380150864,0.0019965831147496123,0.03593315470761973,15,7
ict_volume_imbalance_bearish,5045,-0.009415081939126553,-0.0025412157087679388,0.9987350022215988,15,7
ict_volume_imbalance_bullish,6878,0.003829990662614132,-0.002981997350039685,0.9999910864480701,15,7
smc_equal_highs,608,-0.006723847601595759,0.00015417538021324142,0.4750942388654891,15,7
smc_equal_lows,566,0.004623623441085305,-0.00262050862856175,0.8353347025597642,15,7
smc_fvg_bearish_formed,4076,-0.011046893020218933,-0.0041614177766649725,0.9999935601008247,15,7
smc_fvg_bullish_formed,4184,0.006487487426096057,-0.0005844099253412656,0.7279269880887392,15,7
smc_internal_bos_bearish,1048,-0.012834171710443118,-0.005940465272575376,0.998791706819664,15,7
smc_internal_bos_bullish,1981,0.002136678027645868,-0.004854754883838899,0.9998140203473082,15,7
smc_internal_choch_bearish,1594,-0.0070261495623035975,-5.0713106236772824e-05,0.5131412946459099,15,7
smc_internal_choch_bullish,1600,0.007732525235902663,0.0007627751705171744,0.3096378231321552,15,7
smc_internal_ob_bearish_formed,2642,-0.009330013003352127,-0.0023869963274036387,0.9763018996164368,15,7
smc_internal_ob_bearish_mitigated,2606,0.007649561175434465,0.0006997404061540227,0.28192516135872825,15,7
smc_internal_ob_bullish_formed,3581,0.004636916936668732,-0.002344828023473156,0.9897501410791308,15,7
smc_internal_ob_bullish_mitigated,3329,-0.006646380873423673,0.0003058950274887236,0.38569537128797365,15,7
smc_swing_bos_bearish,70,0.001085292548169611,0.00812965661085061,0.16380744521106422,15,7
smc_swing_bos_bullish,275,0.012206405823636234,0.0050690290112282285,0.07852787821669886,15,7
smc_swing_choch_bearish,168,0.003048274478786804,0.00989252357985805,0.018455499327838885,15,7
smc_swing_choch_bullish,165,0.0048771221006292335,-0.0019799141162474805,0.6600154000347649,15,7
smc_swing_ob_bearish_formed,238,0.0024709268521346884,0.009374033294855864,0.011795706619165175,15,7
smc_swing_ob_bearish_mitigated,234,0.005981760718047573,-0.0009248730612089291,0.5875960409331018,15,7
smc_swing_ob_bullish_formed,440,0.009457924427508608,0.0024256753384248354,0.19903037327434053,15,7
smc_swing_ob_bullish_mitigated,410,-0.010761670184265716,-0.0037939496167895817,0.898487935678928,15,7
ict_bos_bearish,2048,-0.014321402531613098,-0.007302617694360167,0.9999998924409116,15,10
ict_bos_bullish,4348,0.0034306738750258044,-0.003506400150135459,0.9999549907161729,15,10
ict_bpr_bearish,1642,-0.00641437256654487,0.0005439691480111902,0.3603235398372385,15,10
ict_bpr_bullish,1710,0.004759805093449638,-0.0023242153603905847,0.9387618960861359,15,10
ict_displacement_bearish,11757,-0.008727665383950778,-0.0018283859182820121,0.9996581673344738,15,10
ict_displacement_bullish,12980,0.004604091177142438,-0.0023756621087189294,0.9999985890649403,15,10
ict_fvg_bearish_formed,5600,-0.008024272758270582,-0.0011364196057796058,0.9205640867600116,15,10
ict_fvg_bullish_formed,6860,0.004471358594930324,-0.0025257270185139744,0.9997781830743365,15,10
ict_liquidity_buyside_pool_formed,1633,0.00804936999791733,0.0014638013753412059,0.15703139214808903,15,10
ict_liquidity_buyside_swept,1325,0.006706632773258647,8.817566920513598e-05,0.4782644637891893,15,10
ict_liquidity_sellside_pool_formed,1367,-0.00751828482506984,-0.000819052074751042,0.688798605203903,15,10
ict_liquidity_sellside_swept,937,-0.00993937471478147,-0.003278887687266651,0.9465567456957119,15,10
ict_mss_bearish,1514,-0.008494407524207895,-0.0015281474349134226,0.8338061452284771,15,10
ict_mss_bullish,1522,0.004686225827499098,-0.0022864213642899596,0.926912190569281,15,10
ict_nwog_gap_down,7771,-0.0074609541369354895,-0.0005185703297956677,0.7806794361952906,15,10
ict_nwog_gap_up,8734,0.006989213289592376,3.806788000517217e-05,0.47592891614316346,15,10
ict_ob_bearish_formed,915,-0.007858587434171414,-0.0008203470602301281,0.6520600688391199,15,10
ict_ob_bearish_mitigated,822,0.0057983702428667655,-0.0012764899370104272,0.7190177211165757,15,10
ict_ob_bullish_formed,1367,0.004093192084451851,-0.0029220655013687128,0.9623143033168647,15,10
ict_ob_bullish_mitigated,846,-0.010537899250009801,-0.0037827127866986495,0.9630991685530703,15,10
ict_sweep_buyside_bearish,3986,-0.006227945966601381,0.0005740228053981392,0.2706649712960655,15,10
ict_sweep_sellside_bullish,2994,0.008888587380150864,0.0019965831147496123,0.03593315470761973,15,10
ict_volume_imbalance_bearish,5045,-0.009415081939126553,-0.0025412157087679388,0.9987350022215988,15,10
ict_volume_imbalance_bullish,6878,0.003829990662614132,-0.002981997350039685,0.9999910864480701,15,10
smc_equal_highs,608,-0.006723847601595759,0.00015417538021324142,0.4750942388654891,15,10
smc_equal_lows,566,0.004623623441085305,-0.00262050862856175,0.8353347025597642,15,10
smc_fvg_bearish_formed,4076,-0.011046893020218933,-0.0041614177766649725,0.9999935601008247,15,10
smc_fvg_bullish_formed,4184,0.006487487426096057,-0.0005844099253412656,0.7279269880887392,15,10
smc_internal_bos_bearish,1048,-0.012834171710443118,-0.005940465272575376,0.998791706819664,15,10
smc_internal_bos_bullish,1981,0.002136678027645868,-0.004854754883838899,0.9998140203473082,15,10
smc_internal_choch_bearish,1594,-0.0070261495623035975,-5.0713106236772824e-05,0.5131412946459099,15,10
smc_internal_choch_bullish,1600,0.007732525235902663,0.0007627751705171744,0.3096378231321552,15,10
smc_internal_ob_bearish_formed,2642,-0.009330013003352127,-0.0023869963274036387,0.9763018996164368,15,10
smc_internal_ob_bearish_mitigated,2606,0.007649561175434465,0.0006997404061540227,0.28192516135872825,15,10
smc_internal_ob_bullish_formed,3581,0.004636916936668732,-0.002344828023473156,0.9897501410791308,15,10
smc_internal_ob_bullish_mitigated,3329,-0.006646380873423673,0.0003058950274887236,0.38569537128797365,15,10
smc_swing_bos_bearish,70,0.001085292548169611,0.00812965661085061,0.16380744521106422,15,10
smc_swing_bos_bullish,275,0.012206405823636234,0.0050690290112282285,0.07852787821669886,15,10
smc_swing_choch_bearish,168,0.003048274478786804,0.00989252357985805,0.018455499327838885,15,10
smc_swing_choch_bullish,165,0.0048771221006292335,-0.0019799141162474805,0.6600154000347649,15,10
smc_swing_ob_bearish_formed,238,0.0024709268521346884,0.009374033294855864,0.011795706619165175,15,10
smc_swing_ob_bearish_mitigated,234,0.005981760718047573,-0.0009248730612089291,0.5875960409331018,15,10
smc_swing_ob_bullish_formed,440,0.009457924427508608,0.0024256753384248354,0.19903037327434053,15,10
smc_swing_ob_bullish_mitigated,410,-0.010761670184265716,-0.0037939496167895817,0.898487935678928,15,10
ict_bos_bearish,2900,-0.013513805236560027,-0.006513146678592198,0.9999999896330115,20,3
ict_bos_bullish,5209,0.0036532728221285735,-0.0032823190812607513,0.9999691455818238,20,3
ict_bpr_bearish,1571,-0.006550064246620952,0.00041763070175556815,0.3947298560327847,20,3
ict_bpr_bullish,1654,0.0047686407175905315,-0.002266561122639072,0.9316327193352766,20,3
ict_displacement_bearish,11216,-0.008984097761467795,-0.0020715408434005935,0.9999082563827013,20,3
ict_displacement_bullish,12445,0.005055933078069827,-0.001956241519769036,0.9999130127888889,20,3
ict_fvg_bearish_formed,5444,-0.008570794800043458,-0.001686954777227032,0.9803900339011776,20,3
ict_fvg_bullish_formed,6715,0.0047841951821926704,-0.0022197758812204016,0.9988261858794985,20,3
ict_liquidity_buyside_pool_formed,5833,0.008354626973040768,0.001575800665271485,0.019097015149771197,20,3
ict_liquidity_buyside_swept,4191,0.006005940249055651,-0.0007545197423901948,0.7999594184874924,20,3
ict_liquidity_sellside_pool_formed,5338,-0.007347618733726301,-0.00048507618786984043,0.7239815599218679,20,3
ict_liquidity_sellside_swept,3248,-0.00917992299356198,-0.002274083412018486,0.9833527203285589,20,3
ict_mss_bearish,2855,-0.008355461938923628,-0.0013957717953392654,0.8892555117697098,20,3
ict_mss_bullish,2853,0.005266212109819436,-0.0016985668885706401,0.9313653434857728,20,3
ict_nwog_gap_down,7771,-0.0074609541369354895,-0.0005185703297956677,0.7806794361952906,20,3
ict_nwog_gap_up,8734,0.006989213289592376,3.806788000517217e-05,0.47592891614316346,20,3
ict_ob_bearish_formed,672,-0.006987740488810204,5.6619153738544405e-05,0.49084747218277386,20,3
ict_ob_bearish_mitigated,604,0.006457669393820543,-0.00061207166299503,0.5934153308327755,20,3
ict_ob_bullish_formed,1039,0.0033231084694972457,-0.0036712736036354386,0.9747425765673327,20,3
ict_ob_bullish_mitigated,597,-0.007896542874785323,-0.0011227977443432234,0.6704595245122424,20,3
ict_sweep_buyside_bearish,3986,-0.006227945966601381,0.0005740228053981392,0.2706649712960655,20,3
ict_sweep_sellside_bullish,2994,0.008888587380150864,0.0019965831147496123,0.03593315470761973,20,3
ict_volume_imbalance_bearish,5045,-0.009415081939126553,-0.0025412157087679388,0.9987350022215988,20,3
ict_volume_imbalance_bullish,6878,0.003829990662614132,-0.002981997350039685,0.9999910864480701,20,3
smc_equal_highs,608,-0.006723847601595759,0.00015417538021324142,0.4750942388654891,20,3
smc_equal_lows,566,0.004623623441085305,-0.00262050862856175,0.8353347025597642,20,3
smc_fvg_bearish_formed,4076,-0.011046893020218933,-0.0041614177766649725,0.9999935601008247,20,3
smc_fvg_bullish_formed,4184,0.006487487426096057,-0.0005844099253412656,0.7279269880887392,20,3
smc_internal_bos_bearish,1048,-0.012834171710443118,-0.005940465272575376,0.998791706819664,20,3
smc_internal_bos_bullish,1981,0.002136678027645868,-0.004854754883838899,0.9998140203473082,20,3
smc_internal_choch_bearish,1594,-0.0070261495623035975,-5.0713106236772824e-05,0.5131412946459099,20,3
