combination,n_trades,win_rate,avg_return,median_return,std_return,skewness,kurtosis,profit_factor,sharpe,sortino,expectancy,max_drawdown,avg_drawdown,calmar,cagr_annualized,reward_risk_ratio,p_value,effect_size_cohens_d,p_value_vs_baseline,effect_size_vs_baseline,matched_null_mean,excess_return_vs_matched_random,p_value_vs_matched_random,p_value_vs_matched_random_srs,p_adjusted_vs_zero,significant_vs_zero,p_adjusted_vs_baseline,significant_vs_baseline,p_adj_vs_matched_random,reject_vs_matched_random,low_sample_warning,beats_matched_random,statistically_significant
ict_bos_bearish+smc_internal_ob_bearish_formed,14355,0.4103099965168931,-0.009978890866658003,-0.011518452733452644,0.07374203710735369,0.4848163399196627,6.02496002242972,0.6803521302765685,-0.6793090691371332,-1.0328267738301244,-0.009978890866658003,-1.0,-0.996880598720296,-0.27604323740221276,-0.27604323740221276,0.9762879804919452,1.1304654554027534e-59,-0.1353216056688362,1.0,-0.2528212913632239,-0.007035582088579655,-0.002943308778078348,0.7975505919258188,0.9999999933694246,4.8448519517260865e-59,True,1.0,False,0.9995462817276003,False,False,False,False
ict_displacement_bearish+ict_liquidity_sellside_swept,11842,0.42104374261104544,-0.009822481906678799,-0.010014395517214059,0.06995457969656588,0.5965269546503054,7.2322431321422265,0.6710814056633327,-0.7048640424960592,-1.0560478427861373,-0.009822481906678802,-1.0,-0.9961604092475249,-0.26751812129106384,-0.26751812129106384,0.9218284290790545,7.976630059109376e-51,-0.14041227821373062,1.0,-0.25802211327929814,-0.006820114760753207,-0.0030023671459255916,0.8592043174203089,0.9999999682041891,2.658876686369792e-50,True,1.0,False,0.9995462817276003,False,False,False,False
smc_internal_bos_bullish+smc_internal_ob_bullish_formed,31944,0.5498059103431004,0.004209534003670597,0.0047277978341480065,0.054416565862860186,0.7059044075938395,9.316018320489977,1.2482402822747551,0.3883319840597546,0.5790536977888822,0.004209534003670599,-0.8513365098747911,-0.32220106320948777,0.08421045753277895,0.07169143701091535,1.0172557740817953,1.0960683956562929e-42,0.07735758287796773,1.0,-0.05511354248192316,0.00725956806702885,-0.0030500340633582528,0.9975581113916033,1.0,2.8593088582338072e-42,True,1.0,False,0.9995462817276003,False,False,False,False
ict_fvg_bearish_formed+smc_fvg_bearish_formed,53058,0.4229145463455087,-0.010045476938537912,-0.010208982178753434,0.07468439080149912,0.1554401654678988,8.270297232909801,0.6778063738099828,-0.6752133005368937,-0.9499842370605763,-0.010045476938537908,-1.0,-0.9988259346040366,-0.2803750060241649,-0.2803750060241649,0.9226612455112048,7.450922730210736e-173,-0.1345057090341329,1.0,-0.2519456988808448,-0.006974745620203454,-0.003070731318334458,0.8278825462183862,1.0,4.470553638126441e-171,True,1.0,False,0.9995462817276003,False,False,False,False
ict_fvg_bearish_formed+ict_volume_imbalance_bearish,13215,0.418161180476731,-0.010246071779853894,-0.009851460846887816,0.07000612549597732,-0.04071722546068593,10.6757972052909,0.6536947446032393,-0.7347195943042321,-1.0078071393190096,-0.010246071779853892,-1.0,-0.9924325860022299,-0.2794201920046765,-0.2794201920046765,0.9071996012237137,1.2270767324041762e-61,-0.14635964649182953,1.0,-0.26423091487995337,-0.007125175290653034,-0.00312089648920086,0.8682104428594499,0.9999999964087622,5.663431072634659e-61,True,1.0,False,0.9995462817276003,False,False,False,False
ict_displacement_bullish+ict_fvg_bullish_formed,15189,0.5520442425439462,0.00420393852985406,0.005498156884075289,0.059031564281262466,0.5339319574712774,8.793071608368153,1.2268053469854356,0.3574969457197754,0.5126743123700813,0.004203938529854061,-0.9910349171979999,-0.3973631820068598,0.06489419098487911,0.06431240918933086,0.9918322536928167,4.3315015947125734e-17,0.0712150962123234,0.9999999999810222,-0.05326966728147821,0.007346885963831224,-0.003142947433977164,0.9682327984097561,0.9999999998086422,4.480863718668179e-17,True,1.0,False,0.9995462817276003,False,False,False,False
ict_nwog_gap_up+ict_volume_imbalance_bullish,22010,0.5515674693321218,0.003976412507193955,0.005405685108768488,0.06538442586040655,-0.2216068579547578,13.186749841523792,1.1976071145895064,0.3052933798836576,0.38630359741579845,0.003976412507193959,-0.9828361152994235,-0.5020257665040732,0.04576153649779342,0.04497609076162407,0.9699236532655706,2.72879355808939e-19,0.06081589697955681,0.999999999999989,-0.054210365586731535,0.007134014209107503,-0.0031576017019135484,0.8828995516909246,0.9999999999999953,2.97686569973388e-19,True,1.0,False,0.9995462817276003,False,False,False,False
smc_internal_bos_bearish+smc_internal_ob_bearish_formed,16549,0.41223034624448607,-0.010346679410685289,-0.011213618534588798,0.07424785543671818,0.4301778801165936,5.699288151634331,0.671670185364281,-0.699547725872969,-1.0461085031117574,-0.010346679410685292,-1.0,-0.9970503281716366,-0.2835923483258392,-0.2835923483258392,0.955815619981888,1.3711420753608357e-72,-0.13935324259303106,1.0,-0.25713902870442606,-0.007049589381407382,-0.0032970900292779073,0.827458861687547,0.999999999994352,9.140947169072239e-72,True,1.0,False,0.9995462817276003,False,False,False,False
ict_volume_imbalance_bullish+smc_internal_ob_bullish_formed,10082,0.5545526681214045,0.003683491808345251,0.005492578932379866,0.05541376728431165,0.40081985059937747,8.613502203656202,1.2077818753843454,0.3336893164071911,0.4742067617957152,0.003683491808345249,-0.9441331497247429,-0.41206439843478343,0.05901513493920753,0.05571814523158473,0.967348817379914,3.148313991379024e-11,0.06647250293318525,0.9999999999897258,-0.06347307727838174,0.007028450852185752,-0.003344959043840501,0.9957740414644252,0.9999999925376655,3.148313991379024e-11,True,1.0,False,0.9995462817276003,False,False,False,False
ict_bos_bullish+ict_volume_imbalance_bullish,15190,0.5483870967741935,0.003849207890418167,0.004707926220794634,0.05378954569520657,0.8096501746718079,11.181093997276923,1.229509520461006,0.35923096216290534,0.5281064219801875,0.0038492078904181666,-0.907477117514805,-0.3752110589179392,0.06941832374779296,0.06299554033735669,1.007666446120923,1.2826376297731922e-17,0.07156052055597092,0.9999999999999993,-0.06147101983083054,0.007197726362071387,-0.0033485184716532204,0.9979123377002019,0.9999999999983019,1.3742546033284201e-17,True,1.0,False,0.9995462817276003,False,False,False,False
ict_displacement_bullish+ict_volume_imbalance_bullish,11927,0.5459042508593946,0.003817816327519805,0.0051982975176685375,0.059602429384562255,0.5134508437958969,15.415277517364188,1.2048431408228444,0.3215520920406261,0.44301117621182085,0.0038178163275198046,-0.9610858813003558,-0.48364215561177054,0.05484306559489616,0.052708896030484,0.9981452774686567,6.749572948004323e-12,0.06405470996638042,0.9999999999682699,-0.059273456557827196,0.007169226636242781,-0.0033514103087229755,0.9833344926838689,0.9999999992618052,6.863972489495923e-12,True,1.0,False,0.9995462817276003,False,False,False,False
ict_bos_bullish+smc_internal_ob_bullish_formed,26431,0.547728046611933,0.0036804946147107735,0.004492408905755418,0.054813742076450046,0.6116270304650678,8.492525184306443,1.2122741880294947,0.3370675971409833,0.4940349034033515,0.0036804946147107713,-0.9132487298479857,-0.3773427043215077,0.062236597047020135,0.056837493203252036,0.9960628214831,2.042813083117627e-27,0.06714547256375052,1.0,-0.06381786794065258,0.007209692765957893,-0.0035291981512471193,0.9990667600648862,1.0,2.9183044044537533e-27,True,1.0,False,0.9995462817276003,False,False,False,False
ict_bos_bullish+smc_internal_bos_bullish,20828,0.5436911849433455,0.0034359280122464087,0.00395146470915797,0.054308683116281065,0.7760353547574569,9.624203425431306,1.2001863564264053,0.31759602225009065,0.47334825522659846,0.0034359280122464066,-0.8794089885721166,-0.33765273784298006,0.058291603958145186,0.05126216047907885,1.0022043612123002,1.2830502114412825e-19,0.06326664200068516,1.0,-0.06818435280477692,0.007245030276861703,-0.0038091022646152945,0.9995462817276003,1.0,1.4256113460458694e-19,True,1.0,False,0.9995462817276003,False,False,False,False
ict_bos_bearish+smc_internal_bos_bearish,9867,0.40275666362622886,-0.010930052418089656,-0.01312981123073964,0.07652561788006838,0.5695532986220653,6.054752155102221,0.6641623804280061,-0.7169942458068962,-1.1045977342164557,-0.010930052418089652,-1.0,-0.9950426551942966,-0.29718843048734556,-0.29718843048734556,0.9832076708751787,3.4445321324278163e-46,-0.1428286725527565,1.0,-0.26093376104166227,-0.007029604364628645,-0.0039004480534610107,0.8201542088788548,0.9999999996853074,1.033359639728345e-45,True,1.0,False,0.9995462817276003,False,False,False,False
ict_nwog_gap_down+ict_volume_imbalance_bearish,17515,0.4110762203825293,-0.011895525243838436,-0.011214522929384074,0.07202500856214639,-0.07163375425070616,5.294984257396369,0.6195425814299864,-0.8290878958432191,-1.1321652843252863,-0.011895525243838433,-1.0,-0.9954446369824799,-0.30957418838136247,-0.30957418838136247,0.8861179866063889,9.772008136283514e-108,-0.1651582621274449,1.0,-0.28431992572978965,-0.0071284395190324,-0.004767085724806036,0.906229578023594,1.0,1.9544016272567027e-106,True,1.0,False,0.9995462817276003,False,False,False,False
ict_bos_bearish+ict_displacement_bearish,18938,0.401731967472806,-0.012922540050116674,-0.012564739844808548,0.07433597448346921,0.32493454361114,11.697489306902007,0.6034176937286562,-0.8726681348844834,-1.2482912330184386,-0.012922540050116667,-1.0,-0.997488167468992,-0.340009522364367,-0.340009522364367,0.8972744964711209,3.1321277260473005e-120,-0.17383965354473668,1.0,-0.2940823728431191,-0.0070452327705934755,-0.005877307279523199,0.9773644946592086,1.0,9.396383178141902e-119,True,1.0,False,0.9995462817276003,False,False,False,False
ict_displacement_bearish+ict_nwog_gap_down,12095,0.3953699875981811,-0.014565089616722145,-0.01321125686642044,0.07362092176850663,0.44702605841464244,9.360487844016957,0.561329797903401,-0.9931439030482919,-1.400877212326142,-0.014565089616722138,-1.0,-0.9963583282069232,-0.356642011577172,-0.356642011577172,0.8567850679416402,2.5477567344662667e-103,-0.19783900101822363,1.0,-0.3195111754075831,-0.007057745959691239,-0.007507343657030907,0.9785730693119641,1.0,3.8216351016994e-102,True,1.0,False,0.9995462817276003,False,False,False,False
