n_trades,win_rate,avg_return,median_return,std_return,skewness,kurtosis,profit_factor,sharpe,sortino,expectancy,max_drawdown,avg_drawdown,calmar,cagr_annualized,reward_risk_ratio,avg_mfe,avg_mae,median_mfe,median_mae,p90_mfe,p10_mae,mfe_mae_ratio,signal,holding_period,mean_return,ci_lower,ci_upper,ci_method,n_bootstrap_iter,hac_ci_lower,hac_ci_upper,p_value_vs_zero,p_value_vs_zero_iid,hac_se,n_entry_dates,effect_size_cohens_d,cohens_d_ci_lower,cohens_d_ci_upper,p_value_vs_baseline_welch,p_value_vs_baseline_welch_two_sided,effect_size_vs_baseline,mean_diff_vs_baseline,excess_return_vs_matched_random,matched_null_mean,p_value_vs_matched_random,matched_null_se,matched_z,p_value_vs_matched_random_srs,matched_null_se_srs,direction,n_tickers,p_adj_vs_zero,reject_vs_zero,p_adj_vs_matched_random,reject_vs_matched_random,p_adj_vs_baseline_welch,reject_vs_baseline_welch,low_sample_warning,beats_matched_random,significance_label,p_value_vs_matched_random_two_sided,p_adj_vs_matched_random_two_sided,loses_to_matched_random
67886,0.4660018265916389,-0.0006364015623986,-0.0013017017829878,0.0289582677658629,0.6270498451239168,16.987870288512596,0.933358365240656,-0.3488662267425852,-0.4922750859589378,-0.0006364015623986,-1.0,-0.9889428296133224,-0.2334146707994042,-0.2334146707994042,1.0593993621209494,0.0156146424343762,-0.0156932847698307,0.0103866684910016,-0.0120996845442228,0.0398096608346735,-0.0379943063288141,0.8391933195879464,smc_fvg_bearish_formed,1,-0.0006364015623986093,-0.001032413063635221,-0.00024334150809783887,percentile_bootstrap_subsample_20000_recentred,10000,-0.0021935987816114433,0.0009207956568142245,0.4231282332837917,1.0327924776113432e-08,0.0007945029700611,3783,-0.021976506590246466,-0.035930361033706386,-0.008164286822367542,1.0,1.2817584873492375e-32,-0.055976216539549,-0.0014136515267275,7.931684267291914e-05,-0.0007157184050715,0.4602464913825478,0.0007946563927903,0.0998127535278541,0.1482209254940741,7.596713932466692e-05,-1,496,0.4513367821693778,False,0.9998391245174338,False,1.0,False,False,False,not_significant,0.9204929827650956,0.9660431153310568,False
90931,0.4649129559776094,-0.0006650455300115,-0.0011019462471393,0.0233107565839563,0.4967319643182963,17.74791170077155,0.9164726271539532,-0.4528926575013136,-0.6366401700248141,-0.0006650455300115,-1.0,-0.988656660423012,-0.2102609193518711,-0.2102609193518711,1.0427735029859797,0.0131569324682491,-0.0135332021161868,0.0090193559018956,-0.0105403601184368,0.0335444701938688,-0.0320932102882571,0.8410055554505617,ict_fvg_bearish_formed,1,-0.0006650455300115498,-0.0009824191523440128,-0.000350349031275058,percentile_bootstrap_subsample_20000_recentred,10000,-0.0016278587252189522,0.0002977676651958526,0.1757972791037346,7.885407101544349e-18,0.0004912402448246,3876,-0.028529555770372073,-0.04232388167673647,-0.014978734609073866,1.0,2.3700482960830443e-60,-0.0651433099395876,-0.0014422954943404,6.690935321934763e-05,-0.0007319548832308,0.4458301296760517,0.0004912447963945,0.1362036884877503,0.1568374527888155,6.640857174371188e-05,-1,496,0.1996149749823051,False,0.9998391245174338,False,1.0,False,False,False,not_significant,0.8916602593521034,0.9539951711001228,False
59107,0.5245909959903227,0.0007483286913956,0.0008695240110068,0.0189649642373747,-0.0337645844467126,14.827673025243923,1.1235237506767912,0.626383975709946,0.8408804818516594,0.0007483286913956,-0.8068249022514223,-0.2292551574106393,0.1906583107282816,0.1538278729167671,1.003515021607822,0.0114652166153661,-0.0110208023084357,0.0090024009494638,-0.0081234215623805,0.0274737549168386,-0.0280579846096477,0.8878928081882959,ict_liquidity_buyside_pool_formed,1,0.0007483286913956517,0.0004855361117945871,0.0010161770875854654,percentile_bootstrap_subsample_20000_recentred,10000,0.00017507460031107895,0.0013215827824802245,0.0105110736902649,8.864392929221898e-22,0.0002924819492014,3930,0.03945848154677239,0.02563960052472327,0.053431843562004054,0.6279578433558757,0.7440843132882485,-0.0014490841166394,-2.8921272933264425e-05,4.2917062748633935e-05,0.000705411628647,0.4416618497182266,0.0002924359029664,0.1467571605035101,0.2959963671455369,8.007653618139144e-05,1,496,0.0152888344585672,True,0.9998391245174338,False,1.0,False,False,False,not_significant,0.8833236994364532,0.9533391225597851,False
4581,0.5156079458633486,0.0007269531645506,0.0005477970844511,0.0164640588115825,0.179202650642749,7.780164948329855,1.140510008036603,0.7009221639220424,0.978114853069032,0.0007269531645506,-0.4439961857682213,-0.1538906079804073,0.3619987266129918,0.1607260538691214,1.0560099015986668,0.0110140696629414,-0.0102580193395741,0.0077487291873874,-0.007961198855504,0.0252445452242311,-0.0234096769987156,0.970133820214224,smc_swing_bos_bullish,1,0.0007269531645506251,0.00025239828804985787,0.0012059110192490492,percentile_bootstrap_full,10000,0.0001714241635486335,0.0012824821655526167,0.0103245333516946,0.0028186159868912,0.0002834383697874,2157,0.04415394605121366,0.015365481450505612,0.07329098939948196,0.5807228038597343,0.8385543922805313,-0.0026731243069763,-5.029679977829103e-05,-1.6028457707715116e-05,0.0007429816222583,0.5225893321704553,0.0002829216229824,-0.0566533499233886,0.5219508377970068,0.0002911597829927,1,492,0.0150798163477034,True,0.9998391245174338,False,1.0,False,False,False,not_significant,0.9548213356590892,0.9665403453080336,False
68252,0.5070767157006388,0.0007066786177227,0.0003332056254768,0.0224998636922379,0.8017220035713021,30.03066840380818,1.0993554123199885,0.4985885883352474,0.7132332435236582,0.0007066786177227,-0.8421968447964276,-0.3250396947977492,0.1442356852030485,0.1214748389850582,1.0555196912936202,0.0137830991010543,-0.0126829730986761,0.0098421417721547,-0.0095339898284012,0.0330869963243393,-0.0317487329615741,0.9274600233409416,smc_fvg_bullish_formed,1,0.0007066786177227963,0.0003959061156050734,0.0010110861426548246,percentile_bootstrap_subsample_20000_recentred,10000,-0.00020906031333246084,0.0016224175487780535,0.1304040707726246,2.337844255603653e-16,0.0004672223219688,3890,0.03140812883975772,0.01748296703879347,0.04507462758084682,0.7692919236871438,0.4614161526257123,-0.0032496137005337,-7.057134660611985e-05,-2.6034302158863443e-05,0.0007327129198816,0.5222215338534152,0.0004671509248646,-0.05572995957657,0.6337847118898426,7.614726540942053e-05,1,496,0.1514925178612668,False,0.9998391245174338,False,1.0,False,False,False,not_significant,0.9555569322931696,0.9665403453080336,False
65619,0.462091772200125,-0.0007691415966597,-0.0010958492998391,0.0198496720680206,-0.0973187849513186,14.278958306864084,0.8913473016969231,-0.6151106317878124,-0.8424165081855411,-0.0007691415966597,-1.0,-0.9772027089754428,-0.2164027128667532,-0.2164027128667532,1.0257754796093308,0.0115555699251464,-0.0121012882063192,0.0082133214140549,-0.0094560024066194,0.0298371620079101,-0.0285088839627492,0.835151849360978,ict_sweep_buyside_bearish,1,-0.0007691415966597483,-0.0010381157288545887,-0.0005000072699925546,percentile_bootstrap_subsample_20000_recentred,10000,-0.0012712574456795773,-0.0002670257476399193,0.002679700181984,3.336918123850132e-23,0.0002561862610843,4011,-0.03874832763100889,-0.05250272414646548,-0.024832925019870885,1.0,8.070935329381033e-69,-0.0758633215288808,-0.0015463915609886,-4.264729163919699e-05,-0.0007264943050205,0.5661008184504606,0.0002562080972574,-0.1664556744916049,0.7105876239658155,7.682781830767153e-05,-1,496,0.0044419440060179,True,0.9998391245174338,False,1.0,False,False,False,not_significant,0.8677983630990789,0.9533391225597851,False
20178,0.5057983942908117,0.0006632478937155,0.0002596623117704,0.0194416384772585,0.6764628408894577,13.481893974531012,1.109602847984023,0.5415558939884494,0.769678062154432,0.0006632478937155,-0.7590041424053361,-0.2349873738388939,0.1676811314282859,0.1272706733572826,1.0665494746936377,0.0122783261628973,-0.0114502622048592,0.0086417816560009,-0.0088010354969561,0.0297425185172818,-0.0271568552285099,0.9357690450611148,ict_ob_bearish_mitigated,1,0.0006632478937155191,0.0003985731095140831,0.0009305751987346747,percentile_bootstrap_subsample_20000_recentred,10000,0.00020644684144767705,0.001120048945983361,0.0044306842881494,1.2692072683636032e-06,0.000233066042166,3513,0.03411481467939753,0.020596948730916966,0.0476259207160209,0.7870689646637202,0.4258620706725596,-0.0056474885731103,-0.0001140020706133,-6.523792295648218e-05,0.000728485816672,0.6102970537580126,0.0002329149362673,-0.2800933422389416,0.676040838224264,0.0001428601034465,1,496,0.0069315594196826,True,0.9998391245174338,False,1.0,False,False,False,not_significant,0.7794058924839748,0.9473489611698404,False
51792,0.4729301822675316,-0.0008087791199035,-0.0008714037696885,0.0221965884107425,0.2260027709877211,13.887353676569036,0.8957452227994506,-0.5784208934948443,-0.796398335839089,-0.0008087791199035,-1.0,-0.942883613785772,-0.2336610608442409,-0.2336610608442409,0.9885964157727422,0.0120182557490289,-0.0131292669486385,0.0087140110836832,-0.0100579815535748,0.0305652131653798,-0.031500705153783,0.7930832887259672,ict_liquidity_sellside_pool_formed,1,-0.0008087791199035552,-0.001104657030204011,-0.0005054227857259378,percentile_bootstrap_subsample_20000_recentred,10000,-0.0018677426647562855,0.000250184424949175,0.1344154886645118,1.137156901037335e-16,0.0005402974467147,3821,-0.03643709136455086,-0.05027894486380233,-0.02241064921691175,1.0,2.297990442668487e-50,-0.0735627135914936,-0.0015860290842324,-9.910479925214552e-05,-0.0007096743206514,0.5727641189049612,0.0005403285174813,-0.1834158221263494,0.8722611295086422,8.71523095724756e-05,-1,495,0.155128695114453,False,0.9998391245174338,False,1.0,False,False,False,not_significant,0.8544717621900777,0.9473489611698404,False
49450,0.5185439838220425,0.0006196066845447,0.0007274852307095,0.021139115292481,-0.2027067383391042,14.355632998862006,1.0907346676556646,0.4652962553911107,0.6162314065610198,0.0006196066845447,-0.9576507585754482,-0.3812758848921486,0.1091988900348278,0.1045743998774498,1.0003434669393287,0.0127711388537103,-0.0120315840398721,0.0096929583905873,-0.0089962093646595,0.0309929108630402,-0.0302075109954504,0.8987892216946842,ict_sweep_sellside_bullish,1,0.0006196066845447786,0.0003362557298314857,0.0009055988009164258,percentile_bootstrap_subsample_20000_recentred,10000,-5.6801734725647497e-05,0.0012960151038152047,0.072593965761505,7.194815691632026e-11,0.0003451126751667,3928,0.029310908993677994,0.015606930281376961,0.04317398739782255,0.935351768481784,0.1292964630364316,-0.0074989167471299,-0.0001576432797841,-0.000102836981365,0.0007224436659098,0.6171107206524339,0.0003452049717383,-0.2979012174917313,0.8740413457018468,8.975870531572922e-05,1,496,0.089035107832926,False,0.9998391245174338,False,1.0,False,False,False,not_significant,0.7657785586951322,0.9473489611698404,False
44397,0.5112507601864991,0.0005998527253718,0.0003912781492021,0.0183441919162645,0.3884309619998065,21.206401865646484,1.1034696872559615,0.519094373361086,0.7153307074219935,0.0005998527253718,-0.8670332898695989,-0.2918998242115783,0.1325618207787813,0.1149355115809309,1.0392488987783368,0.0112946988588343,-0.0106595103809055,0.0083866410424371,-0.008146652370914,0.0269543830479126,-0.0259756212549106,0.9173268558938288,ict_liquidity_buyside_swept,1,0.0005998527253718119,0.0003442534306244907,0.0008598643856482847,percentile_bootstrap_subsample_20000_recentred,10000,0.00017440394881519135,0.0010253015019284324,0.0057200723279794,5.651141147576201e-12,0.0002170696893191,3861,0.032699871878246314,0.019037536655122495,0.04658631939912937,0.9667643771606634,0.066471245678673,-0.0090204761878867,-0.0001773972389571,-0.0001076696180957,0.0007075223434675,0.6900478793984346,0.0002170819409299,-0.4959860669870566,0.8779881626101913,9.24211906285271e-05,1,496,0.0086787304286584,True,0.9998391245174338,False,1.0,False,False,False,not_significant,0.6199042412031308,0.9405443659633708,False
10504,0.4684881949733435,-0.0008298879280101,-0.0008338232673928,0.0191611338948972,0.1593707967302491,41.5694424020765,0.8745633343050268,-0.6875408581600654,-0.8923902916601334,-0.0008298879280101,-0.999975313438026,-0.9275310412024124,-0.2257171207342831,-0.2257115485545935,0.9813734468669696,0.0104282172409095,-0.0112961761330119,0.0077258622469473,-0.0086187386464386,0.026099312443116,-0.0267213772277763,0.8078407800224369,smc_equal_highs,1,-0.0008298879280101728,-0.0012007837775456687,-0.00047484719620471,percentile_bootstrap_full,10000,-0.0014378690297270334,-0.0002219068262933121,0.007465558471119,9.134122053288062e-06,0.000310200137205,2909,-0.04331100302113016,-0.06290317135540334,-0.024584907200009182,1.0,5.551151960794955e-17,-0.0801493949229384,-0.001607137892339,-0.0001137318889125,-0.0007161560390976,0.6430486604195425,0.0003102175782583,-0.3666197433140232,0.7200197714885839,0.0001951138128227,-1,495,0.0110414982429995,True,0.9998391245174338,False,1.0,False,False,False,not_significant,0.7139026791609151,0.9473489611698404,False
26486,0.5112889828588688,0.0005798115533894,0.0004417744898509,0.0197579916378109,0.0785143467873484,19.02177041372724,1.0924382918432487,0.4658481101737363,0.632572086385507,0.0005798115533894,-0.7987433404798912,-0.2769330234331768,0.1271900004309978,0.101592165819894,1.0272566244522174,0.0124093659363539,-0.0114558592234954,0.008940546764137,-0.0087096343019664,0.0300830737626924,-0.0279052132162505,0.9381125442578974,smc_internal_choch_bullish,1,0.0005798115533894192,0.0003112614541691,0.0008520280888693004,percentile_bootstrap_subsample_20000_recentred,10000,3.445525976940181e-05,0.0011251678470094366,0.0371789762744964,1.798908470551807e-06,0.0002782481176287,3582,0.029345672577360107,0.015722101713095418,0.04312224091505382,0.9378398856048252,0.1243202287903493,-0.0097072222907964,-0.0001974384109394,-0.0001483630204016,0.000728174573791,0.7031218297176478,0.0002781456110033,-0.5334005446516767,0.8851474826013865,0.0001235206649266,1,496,0.0488320882411296,True,0.9998391245174338,False,1.0,False,False,False,not_significant,0.5937563405647044,0.9166764556086664,False
16606,0.4636276044803083,-0.0008792759652154,-0.00118891655436,0.0251393479435983,-0.0178400641897548,11.128348648204096,0.9011965694037616,-0.5552281331184361,-0.7590930901110124,-0.0008792759652154,-0.9999999989657696,-0.9700801872580562,-0.2605462127623257,-0.260546212492861,1.0285510138135932,0.0149009739012347,-0.015261445238419,0.010190918353915,-0.011853548640564,0.0380082082530545,-0.0365830180205487,0.8498045491879188,smc_internal_bos_bearish,1,-0.0008792759652154965,-0.0012660871129284593,-0.0005031299427376093,percentile_bootstrap_full,10000,-0.0024668969039207634,0.0007083449734897703,0.277703969549067,6.614758347819622e-06,0.0008100255610334,2944,-0.034976084789001126,-0.05061204592970145,-0.020128577106164548,1.0,1.1022786546767568e-16,-0.0716518408536119,-0.0016565259295444,-0.0001546257093215,-0.0007246502558939,0.5756596350850606,0.000810398830887,-0.1908019896231363,0.8327284354915985,0.0001602333378129,-1,495,0.3026371432856706,False,0.9998391245174338,False,1.0,False,False,False,not_significant,0.8486807298298789,0.9473489611698404,False
32983,0.469544917078495,-0.0008837999410493,-0.0010490783377066,0.02452168928433,0.2914516438860787,30.026747032763573,0.8950583927100159,-0.5721420312370582,-0.7596769248251412,-0.0008837999410493,-1.0,-0.9891677752232972,-0.2585297175146494,-0.2585297175146494,1.0015152635934568,0.0135444007522182,-0.0141999814151858,0.0093773871026412,-0.0109785101407917,0.0345774335350033,-0.0332983554825256,0.8275096298126923,ict_liquidity_sellside_swept,1,-0.0008837999410493414,-0.0012266510084162142,-0.0005374238886674878,percentile_bootstrap_subsample_20000_recentred,10000,-0.001957015843174437,0.00018941596107575388,0.1065182101114862,6.013003543740414e-11,0.0005475691911306,3727,-0.036041560220490584,-0.05007497285851003,-0.021858243723939866,1.0,8.267428261767325e-32,-0.0729010495663779,-0.0016610499053782,-0.000175678268491,-0.0007081216725583,0.625798026136647,0.0005477201176177,-0.3207445971769945,0.944038364518065,0.0001105167480604,-1,495,0.126670303916362,False,0.9998391245174338,False,1.0,False,False,False,not_significant,0.7484039477267059,0.9473489611698404,False
