n_trades,win_rate,avg_return,median_return,std_return,profit_factor,sharpe,sortino,expectancy,max_drawdown,avg_drawdown,cagr_annualized,reward_risk_ratio,ticker,signal_frequency,baseline_avg_return,excess_return_vs_baseline,p_value_vs_baseline,effect_size_vs_baseline,eligible,p_adjusted_vs_baseline,significant_vs_baseline
9265,0.5242309767943875,0.004236054147188027,0.004921402636255623,0.08365315760647456,1.1447181579239287,0.25420227591589256,0.38073324723387225,0.004156151339669834,-0.9999999996234962,-0.8985813736360264,0.017444921907783836,1.0360677418640296,LULU,9265,-0.006731297500659123,0.010967351647847151,0.3428048067546031,0.13407401945789524,True,0.9963579652345987,False
8541,0.5643367287202904,0.010280264792730021,0.010013937166584164,0.09796790849530691,1.3998772596726228,0.526769637917187,0.7056989646495169,0.010245673093763882,-0.9999999999947058,-0.7504644409566841,0.13815075374560196,1.0792414723949102,TRGP,8541,-8.160227307968393e-05,0.010361867065809705,0.393764596497651,0.11307246427716663,True,0.9963579652345987,False
9230,0.5276273022751896,0.0017209354982384447,0.0033727187015506477,0.07434477058830609,1.0689459130353884,0.11620222336225107,0.17054049872848814,0.0016807966008195972,-0.9999999999041919,-0.9646865663698619,-0.025313334633639807,0.9554664393106872,AKAM,9230,-0.008588830113989785,0.01030976561222823,0.2971955269250623,0.14445016979912895,True,0.9963579652345987,False
9319,0.5469470973280395,0.005725352775844066,0.006414829010052525,0.0606832005573372,1.2792256289708495,0.4736243732723283,0.7169439256675784,0.005676671874458427,-0.9991559926316015,-0.723120076325478,0.10225057191569534,1.0571117028105195,CAT,9319,-0.004415905636655962,0.010141258412500027,0.14250170774482782,0.18622393597462225,True,0.9963579652345987,False
9278,0.526837680534598,0.0014627992372871423,0.0030113992020870395,0.045729904144129196,1.0871213987655706,0.1605775045788902,0.24443103084414228,0.001397526875140595,-0.9999994157657645,-0.8534757705175744,0.010444963997793294,0.972582217021653,EXPD,9278,-0.008606805438295992,0.010069604675583134,0.12836389332313058,0.22089002221140852,True,0.9963579652345987,False
9281,0.520310311388859,0.001201975263095934,0.0034455328029269205,0.07424686487876263,1.0448739710463366,0.08126764602038827,0.11531373657159383,0.0011356295389774278,-0.9999999999999335,-0.975363974454769,-0.03999241586789895,0.9609205436771134,BBY,9281,-0.008729609478702605,0.00993158474179854,0.46045200502715555,0.11780859097722095,True,0.9963579652345987,False
9288,0.5363910422049957,0.0035268980087255356,0.0035480347946890145,0.0599540547837706,1.1951488111492545,0.29530759100837956,0.41379142945649344,0.0034637209016319948,-0.9999992125580373,-0.7995256751864387,0.044607522523339084,1.0293824866803394,STZ,9288,-0.005807232035498824,0.00933413004422436,0.264857329416747,0.15856257079896355,True,0.9963579652345987,False
8197,0.5582530193973405,0.00586528793294562,0.006165087456537766,0.057208958590092174,1.3225682953419766,0.5146661025000528,0.7367585091632529,0.005825026457780387,-0.9984846809990864,-0.6599403482263877,0.1118408798397817,1.0442393468248605,HII,8197,-0.0033851482868214734,0.009250436219767094,0.3945840668562791,0.1374892678313929,True,0.9963579652345987,False
9130,0.5299014238773275,0.003679589131478344,0.003366994337881346,0.0516002764524299,1.2035148604571027,0.3579707728754459,0.5576503446705601,0.0036246598059063093,-0.9998240525512683,-0.7137742355928911,0.060752510541058256,1.0644564051045768,PCAR,9130,-0.0055179942287948355,0.00919758336027318,0.16764406513420568,0.18851186651425328,True,0.9963579652345987,False
9186,0.5401698236446767,0.006989184991671311,0.005723462624525721,0.07696983908959035,1.277232949029068,0.4558334877465628,0.6970742590845797,0.006827001559866347,-0.9999999999893702,-0.8431014057710803,0.10627570110464254,1.0803197676491332,FIX,9186,-0.0021982849340682438,0.009187469925739555,0.40181017597865093,0.12025297837367498,True,0.9963579652345987,False
8943,0.5545119087554512,0.004170372326341123,0.0054810518765398,0.0459383566369596,1.2762083509981668,0.4557216335082814,0.632313862536655,0.004170372326341125,-0.9998624873837407,-0.70000750173449,0.08092673799148362,1.025290193663379,AZO,8943,-0.004995259602852032,0.009165631929193155,0.14956804580327124,0.20447148232995038,True,0.9963579652345987,False
9503,0.5153109544354414,0.0011270564245704378,0.0016427399162616263,0.05744213795328033,1.0532566612218026,0.09849526062418991,0.15315442855201813,0.0010301278831300158,-0.9999939139832216,-0.8964106755046394,-0.013224341763072847,0.9861510703904361,BEN,9503,-0.007807759139378608,0.008934815563949046,0.3429320815785326,0.145452668331377,True,0.9963579652345987,False
9101,0.5562026150972421,0.00385667367359038,0.0057631637393043,0.04582462181321366,1.245213878417669,0.42248789891581334,0.6191302606974517,0.0037665991489690374,-0.9997747966625357,-0.7016278982422127,0.07298241539027689,0.9879057557734805,ROL,9101,-0.004949883565634009,0.008806557239224388,0.21488028908565054,0.18576602668437103,True,0.9963579652345987,False
9405,0.5334396597554493,0.0027303161585012286,0.003525328985064302,0.06014711141765844,1.1347389989624435,0.22787591980160143,0.3200225529316261,0.002730316158501226,-0.9999993444406723,-0.8332865559616242,0.02285252395636502,0.9924725388573253,FDX,9405,-0.005963382371280028,0.008693698529781257,0.3344972740259872,0.14200368291720372,True,0.9963579652345987,False
9353,0.5182294450978295,0.0024971802617186943,0.002686653921144977,0.06762503843002078,1.1089136471493442,0.1853713611882341,0.267647425028484,0.002446183653799148,-0.9999999986519545,-0.8924454873723667,0.0042420851598392,1.0286106370091708,COP,9353,-0.005870562326338669,0.008367742588057364,0.3256266887920824,0.13206860802373352,True,0.9963579652345987,False
9222,0.5209282151377141,0.004030116183050661,0.0035495199331012084,0.07599511035713637,1.1496655040352364,0.2662147943572219,0.4193973422815302,0.003907662846097677,-0.999999971043747,-0.8789655662327651,0.02863734903758309,1.0525039314627331,CF,9222,-0.004287923894648045,0.008318040077698706,0.43646731209317857,0.11090178616479174,True,0.9963579652345987,False
