trend_regime,vol_regime,n_trades,win_rate,avg_return,median_return,std_return,profit_factor,sharpe,sortino,expectancy,max_drawdown,avg_drawdown,cagr_annualized,reward_risk_ratio,baseline_avg_return,excess_return_vs_baseline
bear,high_vol,268722,0.5424006966307188,0.0076709595291908185,0.007551138956251868,0.0940763233596607,1.25969080363993,0.4093262772630802,0.5957139262643164,0.007588817592510625,-1.0,-0.8539509754657201,0.0765571877404355,1.0597979107896816,0.013086770290013747,-0.005415810760822928
bear,low_vol,15662,0.5181969097177883,0.002323462649699311,0.0024609064112230405,0.06250342086475949,1.1069421631088723,0.18660882510938445,0.2710983322304377,0.002161022664783803,-0.999999388272857,-0.8635614814802283,0.008821809143725762,1.0215619519080155,0.01505897828516931,-0.012735515635469999
bear,normal_vol,643111,0.529386062437122,0.00306536016428403,0.004002643305918374,0.0698633285348799,1.1302718989614862,0.22025841340547717,0.31166656226755307,0.0029742006217933943,-1.0,-0.9408626769095383,0.014493206196047968,1.0009121483254697,0.009125804201208482,-0.006060444036924451
bull,high_vol,180610,0.5428326227783622,0.00637924157015552,0.005547726445073842,0.0747085242652829,1.2789818717351267,0.4286463806246395,0.6337825624517922,0.006313697843991994,-0.9999999999901885,-0.8112735689344875,0.09461836718852297,1.074065079360351,0.00560146820138032,0.0007777733687752003
bull,low_vol,198660,0.5413923286016309,0.003098344182058515,0.003785057570827033,0.04786947049351609,1.2015462038244717,0.3249161562282871,0.4641983433180487,0.0029856532931510863,-0.9999999999999939,-0.7750358487675836,0.050417948472215826,1.0104101685559728,0.006505672292264643,-0.003407328110206128
bull,normal_vol,2109184,0.5373466705607477,0.002930951628488907,0.0037967871400546027,0.05333425151216664,1.16743207877991,0.2758688832487567,0.39006729114409616,0.0028680653673073195,-0.9999999999999873,-0.8537948203175643,0.03842108875074846,1.001556340109843,0.0049154864989547796,-0.0019845348704658726
sideways,high_vol,130204,0.5398682068139228,0.006201479743335585,0.005851502324342728,0.08156247527886512,1.238773786696941,0.38168509640271997,0.5506899824404519,0.006129316639407859,-0.9999999999967605,-0.8238165503671019,0.07352920265660631,1.0528863455281285,0.01935693927192271,-0.013155459528587125
sideways,low_vol,27140,0.5254974207811348,0.0025992533273236406,0.002651656289259674,0.05373969465369882,1.141768298056562,0.24280279653479953,0.35555832358042866,0.0024658853087007847,-0.9999999997155209,-0.8691079827855267,0.02927874739172183,1.023524589163732,0.007401552434040842,-0.004802299106717201
sideways,normal_vol,763918,0.5244646676737555,0.0020245984325735805,0.0029895961410466576,0.06331891104125559,1.0944414988817972,0.16051134333761946,0.22814150523283713,0.0019297601847454507,-1.0,-0.9903053888809662,-0.0008658031871015566,0.9879661371093318,0.007396761386766075,-0.005372162954192494
