combination,n_trades,win_rate,avg_return,median_return,std_return,profit_factor,sharpe,sortino,expectancy,max_drawdown,avg_drawdown,cagr_annualized,reward_risk_ratio,p_value,effect_size_cohens_d,p_value_vs_baseline,effect_size_vs_baseline,p_adjusted_vs_zero,significant_vs_zero,p_adjusted_vs_baseline,significant_vs_baseline,low_sample_warning,statistically_significant
ict_displacement_bearish+ict_mss_bearish,16782,0.4335001787629603,-0.0083143254920936,-0.008074746528315857,0.0638399622087154,0.6935350506205329,-0.6537845775113857,-0.9146311977914418,-0.008382986741590479,-1.0,-0.992054379243795,-0.23189270034618342,0.904026513406806,2.4218855499181314e-63,-0.1302370052305346,2.456323548076671e-126,-0.24125234062702772,1.1177933307314452e-62,True,1.4737941288460028e-125,True,False,True
ict_displacement_bearish+smc_internal_ob_bearish_formed,19832,0.4277430415490117,-0.009088544584189399,-0.008874785784941275,0.06930514350233527,0.6893451393657513,-0.658308018888192,-0.9425656004325097,-0.009147955666971862,-1.0,-0.9972080276965836,-0.2536010748936107,0.9203728690859955,1.616084119150665e-75,-0.13113809632156892,1.2958291268368199e-139,-0.242642954148398,9.696504714903992e-75,True,9.718718451276149e-139,True,False,True
ict_bos_bearish+smc_internal_ob_bearish_formed,14464,0.41074391592920356,-0.009928749423332503,-0.011400163268919461,0.07367885572270264,0.6815442584742016,-0.6764753068836761,-1.027056587800065,-0.009976377084932014,-1.0,-0.9968825814772949,-0.27504300266669773,0.9762567984540406,1.481207612556564e-58,-0.13475710671593888,4.61398780331615e-116,-0.24665280367698403,5.924830450226256e-58,True,2.3069939016580745e-115,True,False,True
ict_fvg_bearish_formed+smc_fvg_bearish_formed,53374,0.4223779368231723,-0.010083590204448366,-0.010266879432403342,0.0745771792351365,0.676406115178628,-0.6787494727908159,-0.9545471107315114,-0.01015958089898604,-1.0,-0.998833195606781,-0.2809225569263687,0.9227674801418873,2.742816110329309e-212,-0.13521013140836996,3.2921024283394007e-239,-0.24715697543923654,4.114224165493964e-211,True,4.938153642509101e-238,True,False,True
ict_displacement_bullish+ict_fvg_bullish_filled,12323,0.4589791446887933,-0.007407615587702283,-0.0038174256146462637,0.05443445267452184,0.674469516687355,-0.6831323417048389,-0.9003571344239657,-0.007479518375933442,-1.0,-0.989079503731607,-0.20201544697608245,0.7925255318076664,4.207467493085245e-51,-0.13608321979453708,1.8795943929955871e-112,-0.24470649806496714,1.3286739451848143e-50,True,8.055404541409659e-112,True,False,True
smc_internal_bos_bearish+smc_internal_ob_bearish_formed,16686,0.4124415677813736,-0.010313763032899005,-0.011170207680114008,0.07421592951677601,0.6723179546946995,-0.6976221931563275,-1.0426662749120097,-0.010374879363874871,-1.0,-0.9970193361628309,-0.28294198279571053,0.955918510126073,2.1990176334973187e-71,-0.13896966729450783,1.6270416370543612e-132,-0.25123699251340387,1.1994641637258102e-70,True,1.0846944247029075e-131,True,False,True
ict_displacement_bearish+ict_liquidity_sellside_swept,11926,0.42059366090893846,-0.009810616685084707,-0.010014361765788626,0.0698325771553751,0.670838231203173,-0.7052425515783924,-1.0557838696878166,-0.009840840347293194,-1.0,-0.9962672507188239,-0.2671410401162542,0.9232050059799647,1.2706957644200839e-52,-0.1404876790277469,1.2812432185164897e-107,-0.252564378755692,4.235652548066946e-52,True,5.124972874065959e-107,True,False,True
ict_bos_bearish+smc_internal_bos_bearish,9955,0.40331491712707185,-0.010811695875445181,-0.012976792646659296,0.07643282594682486,0.6667705537871352,-0.7100912713331982,-1.0925328684410562,-0.010866409534031007,-1.0,-0.9949241946137695,-0.29493682718573777,0.9847943671127551,8.4687815917608e-45,-0.14145356712267834,4.4167860796004286e-92,-0.2540211508927315,2.1644383997191909e-44,True,1.261938879885837e-91,True,False,True
ict_fvg_bearish_formed+ict_volume_imbalance_bearish,13284,0.41847335140018066,-0.010166186306620226,-0.009846993638118806,0.06981278243292052,0.6552904656694558,-0.7310101166547714,-1.0032258726196017,-0.010238902203469433,-1.0,-0.992367350191937,-0.27767507815312675,0.9083771053154933,1.4155506269081568e-62,-0.14562070085644255,4.59856071507505e-121,-0.25799584208686155,6.0666455438921e-62,True,2.508305844586391e-120,True,False,True
ict_displacement_bearish+ict_volume_imbalance_bearish,8628,0.41411682892906815,-0.010606578656964238,-0.010595171492596478,0.0682657013578734,0.6444514163533573,-0.7799612576204465,-1.0711878704818352,-0.010671635647780512,-1.0,-0.9933028259543101,-0.28515430750750387,0.9097713249611907,1.1344812270021874e-46,-0.15537200154673184,1.0422600684987128e-95,-0.26798403564218715,3.094039710005966e-46,True,3.6785649476425154e-95,True,False,True
ict_volume_imbalance_bearish+smc_fvg_bearish_formed,8374,0.40148077382374014,-0.013494950506849344,-0.0137408788078901,0.08288162253108686,0.6177448312949795,-0.817359890238762,-1.1371949555567646,-0.013572602706098141,-1.0,-0.9936981155817308,-0.3555358941043063,0.9189000301327163,1.4228043704805728e-49,-0.16282198748929802,1.50814722520441e-92,-0.27820557185671607,4.268413111441719e-49,True,4.52444167561323e-92,True,False,True
ict_bos_bearish+ict_displacement_bearish,19046,0.40144912317546994,-0.012935642865990084,-0.012537879411169905,0.07419207297745124,0.6025319992457558,-0.8752473035859677,-1.2506040359005304,-0.012989975282849248,-1.0,-0.9974955763742428,-0.3400004620151744,0.8968632858247381,4.73449990260294e-126,-0.17435343624812233,5.27831612955724e-191,-0.2896719647147706,4.058142773659663e-125,True,5.27831612955724e-190,True,False,True
ict_fvg_bearish_filled+ict_fvg_bearish_formed,86287,0.39710501002468507,-0.014194024884380966,-0.012121198331954908,0.06399199725841993,0.5297555418927112,-1.11347422288767,-1.447363887874033,-0.014263229709702192,-1.0,-0.9993078833408082,-0.34084674225207534,0.8024486178566288,0.0,-0.22180937449195406,0.0,-0.3343878837303201,0.0,True,0.0,True,False,True
ict_fvg_bearish_filled+smc_fvg_bearish_formed,50427,0.39074305431614015,-0.016084638993376497,-0.013907891746181011,0.06906560735179842,0.5117188324856131,-1.1690948652728226,-1.5236635231432372,-0.0161620190765083,-1.0,-0.9988361847678384,-0.37810725554156877,0.7960157295227633,0.0,-0.2328892716666693,0.0,-0.34982728584990236,0.0,True,0.0,True,False,True
ict_fvg_bearish_filled+ict_volume_imbalance_bearish,12464,0.3823812580231066,-0.016299875684576928,-0.013730064260848884,0.06477475503766028,0.4810718783391083,-1.2632193898531674,-1.6077090594249153,-0.016369395441011965,-1.0,-0.9941311604736183,-0.378235850908504,0.7753069864713997,1.952488126246635e-168,-0.2516393257697404,2.6231793526388553e-233,-0.3655325662783458,1.952488126246635e-167,True,3.1478152231666266e-232,True,False,True
ict_displacement_bearish+ict_fvg_bearish_filled,10389,0.35681971315814803,-0.020471741972635994,-0.016924527526718913,0.06594035325321768,0.3992582538966609,-1.5584892106584454,-1.9651010450346986,-0.020579177234713815,-1.0,-0.9939520561536633,-0.4429343777094144,0.7174154920975608,6.837987526830062e-210,-0.3104584819863251,5.825864908671216e-275,-0.42736826517872106,8.205585032196074e-209,True,1.165172981734243e-273,True,False,True
